id_story,team,sprint,story_point,tipo,seniority_sviluppatore,criteri_accettazione,dipendenze_esterne,ore_effettive
US-0460,Gamma,3,2,Feature,Mid,1,0,6.5
US-0461,Beta,23,13,Debito tecnico,Senior,9,1,114.0
US-0462,Gamma,4,2,Feature,Senior,1,0,6.0
US-0463,Beta,3,3,Feature,Junior,4,0,32.0
US-0464,Alpha,12,1,Debito tecnico,Mid,1,0,3.0
US-0465,Alpha,3,8,Feature,Mid,4,1,43.5
US-0466,Gamma,21,3,Bug,Mid,3,1,26.5
US-0467,Gamma,18,8,Bug,Junior,3,1,69.5
US-0468,Alpha,4,8,Spike,Mid,4,0,51.5
US-0469,Beta,22,2,Debito tecnico,Mid,1,1,15.5
US-0470,Delta,16,1,Feature,Mid,1,0,4.0
US-0471,Delta,17,8,Bug,Senior,2,0,38.0
US-0472,Beta,8,3,Bug,Mid,6,1,40.5
US-0473,Gamma,21,8,Feature,Senior,4,0,21.0
US-0474,Gamma,2,5,Debito tecnico,Junior,2,0,17.5
US-0475,Gamma,24,5,Feature,Junior,5,0,28.0
US-0476,Alpha,7,3,Bug,Mid,2,0,18.0
US-0477,Beta,4,5,Feature,Senior,7,1,63.5
US-0478,Beta,2,8,Feature,Mid,6,1,99.5
US-0479,Delta,2,5,Feature,Senior,2,0,29.0
US-0480,Alpha,5,8,Feature,Mid,5,0,34.0
US-0481,Gamma,13,2,Spike,Mid,3,1,13.0
US-0482,Beta,8,5,Bug,Mid,7,0,35.0
US-0483,Beta,13,3,Feature,Mid,2,0,25.0
US-0484,Gamma,5,1,Feature,Mid,3,0,3.5
US-0485,Alpha,20,5,Spike,Junior,2,0,45.0
US-0486,Gamma,10,5,Bug,Mid,5,0,30.0
US-0487,Beta,14,13,Feature,Junior,9,0,138.0
US-0488,Beta,1,5,Bug,Mid,1,0,34.5
US-0489,Alpha,9,1,Feature,Senior,1,0,2.5
US-0490,Alpha,1,13,Feature,Junior,9,0,272.0
US-0491,Alpha,9,2,Feature,Mid,4,0,9.0
US-0492,Gamma,19,5,Bug,Senior,1,1,22.0
US-0493,Beta,12,3,Feature,Mid,2,1,30.5
US-0494,Alpha,19,2,Feature,Mid,3,1,12.0
US-0495,Delta,2,3,Spike,Mid,2,0,13.0
US-0496,Delta,10,5,Feature,Senior,4,1,61.0
US-0497,Gamma,1,8,Feature,Senior,3,0,24.5
US-0498,Gamma,24,13,Feature,Junior,7,0,65.0
US-0499,Gamma,24,13,Feature,Senior,8,1,69.5
US-0500,Delta,7,1,Bug,Junior,1,1,8.5
US-0501,Delta,18,2,Bug,Junior,3,0,15.5
US-0502,Delta,18,2,Feature,Mid,2,0,11.0
US-0503,Beta,10,13,Feature,Senior,5,0,39.5
US-0504,Beta,11,1,Bug,Junior,1,0,9.5
US-0505,Alpha,24,5,Debito tecnico,Mid,4,1,42.0
US-0506,Gamma,9,13,Feature,Junior,7,0,44.5
US-0507,Beta,11,3,Bug,Mid,2,0,25.5
US-0508,Gamma,7,1,Spike,Mid,1,0,3.5
US-0509,Gamma,10,1,Feature,Mid,3,0,3.0
US-0510,Gamma,6,5,Bug,Junior,5,0,39.0
US-0511,Alpha,1,3,Bug,Junior,1,0,27.0
US-0512,Gamma,16,3,Feature,Senior,2,0,10.0
US-0513,Alpha,8,1,Spike,Junior,1,0,5.0
US-0514,Delta,1,8,Debito tecnico,Junior,9,1,104.5
US-0515,Alpha,3,8,Feature,Mid,2,0,51.5
US-0516,Beta,22,3,Bug,Mid,5,0,21.0
US-0517,Beta,11,3,Feature,Senior,4,0,14.0
US-0518,Delta,7,3,Feature,Junior,4,1,32.0
US-0519,Alpha,8,2,Debito tecnico,Mid,1,1,11.5
US-0520,Gamma,12,8,Bug,Senior,9,1,42.5
US-0521,Delta,8,3,Feature,Mid,3,0,19.0
US-0522,Delta,10,1,Debito tecnico,Mid,4,0,3.5
US-0523,Beta,11,5,Feature,Junior,6,0,58.5
US-0524,Beta,23,13,Feature,Mid,6,0,52.0
US-0525,Alpha,8,2,Feature,Senior,5,0,8.5
US-0526,Beta,5,5,Spike,Mid,4,0,63.0
US-0527,Beta,12,13,Feature,Senior,12,1,133.0
US-0528,Delta,9,1,Feature,Mid,1,0,5.5
US-0529,Delta,16,5,Bug,Mid,6,1,56.5
US-0530,Delta,16,3,Bug,Mid,1,0,14.0
US-0531,Beta,11,5,Feature,Senior,3,0,21.0
US-0532,Gamma,7,2,Spike,Mid,1,0,8.5
US-0533,Gamma,17,2,Feature,Mid,1,0,7.0
US-0534,Beta,14,3,Feature,Mid,3,0,17.0
US-0535,Alpha,8,2,Spike,Senior,2,0,7.0
US-0536,Beta,1,3,Feature,Mid,5,0,11.0
US-0537,Gamma,1,1,Spike,Junior,1,0,7.5
US-0538,Alpha,22,5,Debito tecnico,Mid,2,0,37.5
US-0539,Alpha,16,2,Debito tecnico,Mid,4,0,7.0
US-0540,Alpha,21,5,Feature,Mid,3,1,23.5
US-0541,Delta,10,2,Feature,Senior,2,0,12.0
US-0542,Delta,3,5,Feature,Mid,10,0,21.5
US-0543,Alpha,24,1,Feature,Mid,3,0,5.0
US-0544,Beta,18,2,Debito tecnico,Senior,1,1,13.0
US-0545,Delta,17,2,Feature,Mid,4,0,10.5
US-0546,Beta,2,5,Feature,Mid,4,1,73.0
US-0547,Alpha,2,1,Feature,Mid,1,0,3.5
US-0548,Gamma,23,5,Feature,Mid,5,0,29.0
US-0549,Gamma,21,2,Feature,Mid,3,0,7.0
US-0550,Gamma,3,13,Debito tecnico,Senior,3,1,33.5
US-0551,Beta,14,2,Feature,Junior,3,0,27.5
US-0552,Delta,9,1,Feature,Junior,1,0,5.5
US-0553,Alpha,16,5,Debito tecnico,Junior,5,1,40.0
US-0554,Beta,21,2,Bug,Senior,1,0,13.5
US-0555,Delta,16,3,Debito tecnico,Junior,2,0,28.5
US-0556,Beta,5,5,Debito tecnico,Mid,2,0,22.0
US-0557,Alpha,10,5,Feature,Senior,7,0,36.0
US-0558,Gamma,23,2,Feature,Junior,4,0,10.5
US-0559,Gamma,2,2,Debito tecnico,Senior,4,0,5.5
US-0560,Gamma,17,2,Bug,Mid,1,0,8.0
US-0561,Beta,12,3,Spike,Junior,2,1,45.5
US-0562,Delta,12,5,Feature,Senior,2,0,16.0
US-0563,Gamma,1,3,Spike,Senior,2,0,13.5
US-0564,Gamma,3,8,Spike,Junior,4,0,70.5
US-0565,Gamma,11,5,Feature,Senior,10,1,24.5
US-0566,Delta,16,3,Feature,Mid,4,1,25.5
US-0567,Gamma,4,3,Feature,Senior,3,0,9.0
US-0568,Delta,15,3,Feature,Mid,3,0,17.5
US-0569,Beta,22,2,Feature,Senior,1,0,10.5
US-0570,Alpha,11,2,Feature,Senior,1,0,6.5
US-0571,Gamma,18,2,Debito tecnico,Senior,1,0,4.5
US-0572,Beta,10,8,Feature,Junior,3,0,109.0
US-0573,Delta,2,8,Debito tecnico,Mid,2,0,33.0
US-0574,Alpha,15,1,Feature,Senior,1,1,5.0
US-0575,Delta,2,2,Debito tecnico,Senior,5,0,8.0
US-0576,Delta,10,5,Feature,Senior,4,0,34.0
US-0577,Delta,8,3,Feature,Mid,2,0,24.5
US-0578,Beta,17,1,Debito tecnico,Senior,3,0,4.0
US-0579,Delta,1,5,Feature,Junior,2,1,70.0
US-0580,Gamma,11,5,Feature,Senior,5,0,21.5
US-0581,Alpha,3,2,Feature,Mid,2,0,9.5
US-0582,Beta,24,5,Bug,Senior,4,0,41.5
US-0583,Gamma,17,8,Bug,Mid,7,1,55.5
US-0584,Delta,14,5,Feature,Mid,3,0,51.0
US-0585,Beta,22,5,Spike,Senior,5,0,41.5
US-0586,Beta,4,1,Feature,Mid,3,0,5.0
US-0587,Gamma,16,3,Debito tecnico,Mid,5,0,10.5
US-0588,Alpha,24,5,Bug,Senior,3,1,41.0
US-0589,Delta,12,3,Feature,Junior,2,0,19.0
US-0590,Beta,24,3,Bug,Mid,4,0,38.5
US-0591,Gamma,21,3,Bug,Senior,5,0,16.0
US-0592,Beta,24,5,Bug,Senior,6,1,34.0
US-0593,Beta,4,5,Bug,Junior,2,0,69.0
US-0594,Beta,8,5,Bug,Mid,6,0,35.5
US-0595,Delta,19,5,Bug,Mid,3,0,29.5
US-0596,Beta,9,13,Feature,Senior,5,1,95.0
US-0597,Delta,18,3,Bug,Mid,3,0,17.5
US-0598,Alpha,1,3,Feature,Mid,8,1,26.5
US-0599,Beta,15,2,Spike,Senior,2,0,14.0
US-0600,Alpha,22,1,Debito tecnico,Mid,1,0,4.0
US-0601,Beta,7,2,Feature,Mid,2,0,12.5
US-0602,Delta,18,2,Debito tecnico,Mid,1,0,8.5
US-0603,Gamma,3,3,Bug,Mid,7,0,13.5
US-0604,Alpha,7,13,Bug,Junior,4,0,199.5
US-0605,Gamma,5,5,Feature,Mid,5,1,27.0
US-0606,Beta,5,8,Debito tecnico,Mid,8,1,136.0
US-0607,Alpha,12,2,Feature,Mid,3,0,8.0
US-0608,Alpha,22,1,Debito tecnico,Senior,1,0,3.0
US-0609,Beta,3,1,Feature,Mid,2,0,6.0
US-0610,Alpha,9,3,Feature,Senior,5,0,17.0
US-0611,Gamma,2,1,Bug,Senior,1,0,3.5
US-0612,Gamma,14,2,Feature,Mid,1,0,7.5
US-0613,Delta,16,2,Feature,Mid,2,0,11.0
US-0614,Delta,4,5,Bug,Mid,1,0,27.0
US-0615,Delta,6,13,Feature,Junior,7,0,129.5
US-0616,Beta,5,1,Feature,Mid,2,1,11.5
US-0617,Beta,2,1,Bug,Mid,4,0,5.5
US-0618,Gamma,10,2,Feature,Junior,3,0,9.0
US-0619,Beta,8,5,Feature,Senior,4,0,20.5
US-0620,Delta,7,2,Feature,Mid,3,0,9.5
US-0621,Delta,21,2,Feature,Mid,1,0,8.0
US-0622,Gamma,6,1,Bug,Mid,2,0,3.0
US-0623,Beta,7,3,Feature,Mid,1,1,27.0
US-0624,Delta,10,1,Spike,Senior,1,0,5.5
US-0625,Gamma,21,5,Feature,Junior,4,0,33.0
US-0626,Alpha,6,8,Debito tecnico,Senior,4,1,31.0
US-0627,Alpha,15,13,Feature,Junior,9,0,59.5
US-0628,Alpha,23,2,Bug,Junior,3,0,9.5
US-0629,Alpha,21,8,Bug,Junior,6,0,51.0
US-0630,Beta,15,3,Feature,Mid,1,0,15.0
US-0631,Gamma,18,2,Feature,Senior,2,0,5.5
US-0632,Gamma,2,1,Bug,Junior,2,1,7.0
US-0633,Beta,17,3,Feature,Mid,2,0,18.0
US-0634,Beta,6,8,Feature,Mid,8,1,161.0
US-0635,Gamma,7,13,Bug,Junior,7,1,387.0
US-0636,Delta,11,3,Bug,Mid,2,0,19.5
US-0637,Gamma,20,5,Bug,Senior,1,0,11.0
US-0638,Alpha,11,2,Bug,Mid,3,1,12.5
US-0639,Beta,5,5,Debito tecnico,Mid,4,0,31.5
US-0640,Delta,17,1,Bug,Junior,1,0,8.5
US-0641,Delta,15,3,Bug,Mid,2,1,19.0
US-0642,Beta,19,5,Feature,Junior,2,0,30.5
US-0643,Beta,13,2,Feature,Junior,3,0,18.5
US-0644,Delta,14,1,Bug,Junior,4,1,9.5
US-0645,Delta,2,13,Bug,Junior,10,1,179.0
US-0646,Beta,9,2,Feature,Senior,1,1,10.5
US-0647,Alpha,1,1,Bug,Mid,1,0,4.0
US-0648,Gamma,5,3,Feature,Junior,2,0,16.5
US-0649,Gamma,20,5,Debito tecnico,Mid,7,0,11.0
US-0650,Gamma,1,3,Feature,Mid,2,0,11.5
US-0651,Delta,7,8,Bug,Mid,3,1,102.5
US-0652,Beta,2,2,Spike,Mid,1,1,22.5
US-0653,Delta,11,3,Bug,Junior,3,0,46.5
US-0654,Delta,10,1,Bug,Mid,1,0,5.0
US-0655,Alpha,18,1,Feature,Mid,1,0,4.0
US-0656,Gamma,1,2,Feature,Senior,1,0,7.5
US-0657,Alpha,4,2,Spike,Mid,2,0,12.0
US-0658,Alpha,9,5,Debito tecnico,Mid,5,0,39.0
US-0659,Alpha,2,8,Debito tecnico,Mid,7,1,79.0
US-0660,Delta,1,8,Spike,Mid,7,0,83.5
US-0661,Delta,14,5,Feature,Mid,6,0,35.0
US-0662,Beta,21,3,Debito tecnico,Mid,6,0,19.0
US-0663,Delta,2,2,Feature,Senior,3,0,9.0
US-0664,Gamma,6,2,Bug,Mid,1,1,9.0
US-0665,Alpha,22,3,Bug,Junior,2,0,26.5
US-0666,Beta,16,5,Bug,Mid,5,0,77.0
US-0667,Gamma,8,3,Feature,Junior,1,0,10.0
US-0668,Gamma,22,5,Debito tecnico,Mid,6,0,29.5
US-0669,Gamma,14,1,Bug,Senior,2,1,4.0
US-0670,Gamma,22,1,Spike,Junior,1,1,9.0
US-0671,Gamma,11,13,Feature,Junior,5,1,88.5
US-0672,Delta,20,2,Feature,Junior,5,0,15.5
US-0673,Gamma,9,13,Debito tecnico,Mid,9,0,115.5
US-0674,Beta,16,2,Debito tecnico,Senior,1,0,8.5
US-0675,Alpha,6,1,Feature,Mid,1,0,4.5
US-0676,Alpha,6,3,Feature,Mid,1,0,12.0
US-0677,Beta,3,2,Feature,Senior,1,1,12.0
US-0678,Beta,11,8,Debito tecnico,Senior,5,1,73.5
US-0679,Alpha,5,3,Feature,Mid,3,0,16.5
US-0680,Gamma,10,3,Feature,Mid,4,0,15.0
US-0681,Beta,12,3,Feature,Mid,1,0,18.0
US-0682,Beta,15,1,Feature,Mid,2,1,7.5
US-0683,Gamma,3,5,Feature,Mid,3,0,28.0
US-0684,Delta,10,2,Spike,Mid,1,0,19.0
US-0685,Gamma,22,5,Spike,Junior,7,1,43.5
US-0686,Delta,3,3,Feature,Junior,4,1,43.5
US-0687,Gamma,23,8,Spike,Mid,4,0,37.5
US-0688,Delta,2,3,Debito tecnico,Junior,6,0,25.0
US-0689,Beta,24,8,Debito tecnico,Mid,2,1,77.5
US-0690,Alpha,10,1,Feature,Junior,1,1,6.5
US-0691,Alpha,17,5,Bug,Senior,4,0,24.0
US-0692,Alpha,21,3,Spike,Mid,6,0,14.0
US-0693,Beta,19,2,Debito tecnico,Junior,2,0,18.0
US-0694,Beta,17,1,Bug,Senior,1,1,6.0
US-0695,Gamma,2,5,Feature,Junior,4,0,29.5
US-0696,Delta,8,3,Feature,Senior,2,0,12.0
US-0697,Alpha,21,1,Bug,Senior,2,0,4.5
US-0698,Delta,23,5,Feature,Mid,6,0,37.0
US-0699,Gamma,7,2,Feature,Senior,1,0,4.5
US-0700,Alpha,16,2,Bug,Senior,3,0,8.5
US-0701,Delta,11,1,Debito tecnico,Mid,1,1,4.5
US-0702,Beta,21,3,Bug,Junior,4,0,33.0
US-0703,Gamma,21,8,Bug,Junior,7,1,104.0
US-0704,Delta,20,8,Feature,Junior,5,1,108.5
US-0705,Alpha,19,2,Bug,Mid,1,0,11.0
US-0706,Alpha,15,2,Debito tecnico,Junior,1,0,13.5
US-0707,Alpha,24,8,Feature,Mid,8,0,40.0
US-0708,Gamma,23,5,Debito tecnico,Junior,5,0,24.5
US-0709,Delta,10,2,Feature,Senior,2,0,6.0
US-0710,Gamma,11,8,Bug,Junior,4,0,51.0
US-0711,Gamma,10,8,Debito tecnico,Mid,9,0,31.5
US-0712,Alpha,19,2,Debito tecnico,Junior,2,0,13.0
US-0713,Beta,22,8,Feature,Mid,5,0,77.5
US-0714,Beta,5,5,Feature,Mid,6,0,61.5
US-0715,Beta,12,8,Spike,Mid,3,1,88.5
US-0716,Delta,23,3,Feature,Junior,4,1,36.0
US-0717,Beta,6,3,Feature,Mid,2,0,24.0
US-0718,Alpha,18,3,Feature,Mid,5,0,27.5
US-0719,Beta,20,2,Bug,Senior,2,0,12.5
US-0720,Gamma,7,3,Bug,Junior,4,1,24.5
US-0721,Beta,6,3,Feature,Junior,1,0,27.0
US-0722,Delta,15,2,Bug,Senior,5,0,12.0
US-0723,Delta,20,8,Bug,Mid,5,0,106.0
US-0724,Beta,1,1,Bug,Mid,1,0,5.5
US-0725,Delta,24,8,Feature,Junior,6,1,82.0
US-0726,Beta,13,3,Debito tecnico,Mid,6,0,38.0
US-0727,Delta,3,3,Debito tecnico,Mid,4,0,12.5
US-0728,Gamma,19,8,Feature,Senior,6,0,42.5
US-0729,Alpha,13,3,Debito tecnico,Mid,2,0,14.5
US-0730,Beta,9,2,Bug,Mid,2,0,15.5
US-0731,Gamma,8,2,Feature,Mid,4,0,6.0
US-0732,Beta,18,5,Debito tecnico,Junior,5,0,101.5
US-0733,Delta,11,8,Feature,Junior,1,0,73.0
US-0734,Beta,18,3,Feature,Mid,2,1,23.0
US-0735,Delta,20,2,Debito tecnico,Mid,4,0,8.0
US-0736,Delta,23,13,Feature,Mid,9,1,59.5
US-0737,Alpha,22,5,Spike,Senior,3,0,34.0
US-0738,Gamma,24,3,Bug,Junior,3,0,15.0
US-0739,Gamma,16,5,Feature,Senior,2,0,15.5
US-0740,Alpha,5,2,Feature,Senior,3,0,6.5
US-0741,Gamma,1,5,Feature,Mid,6,0,27.0
US-0742,Beta,8,2,Debito tecnico,Mid,2,0,12.5
US-0743,Delta,12,2,Feature,Senior,1,1,13.0
US-0744,Delta,6,2,Bug,Senior,2,0,12.0
US-0745,Alpha,19,8,Debito tecnico,Mid,7,0,36.0
US-0746,Delta,10,5,Spike,Mid,3,0,28.5
US-0747,Delta,23,2,Debito tecnico,Mid,2,0,9.5
US-0748,Beta,1,1,Bug,Junior,1,0,9.5
US-0749,Delta,3,2,Feature,Junior,3,0,15.5
US-0750,Gamma,12,2,Feature,Mid,2,0,5.0
US-0751,Gamma,7,3,Feature,Mid,3,0,12.0
US-0752,Alpha,22,5,Spike,Mid,5,1,36.5
US-0753,Beta,13,1,Debito tecnico,Senior,1,0,4.0
US-0754,Alpha,18,3,Feature,Senior,1,0,14.0
US-0755,Beta,17,3,Feature,Junior,2,0,15.0
US-0756,Delta,14,2,Feature,Junior,4,0,22.0
US-0757,Alpha,16,5,Feature,Mid,6,0,22.0
US-0758,Gamma,6,3,Feature,Mid,8,0,17.5
US-0759,Delta,10,5,Debito tecnico,Senior,7,0,33.0
US-0760,Alpha,6,5,Bug,Mid,5,0,30.0
US-0761,Alpha,22,8,Bug,Junior,3,0,82.0
US-0762,Beta,2,5,Feature,Junior,8,0,47.0
US-0763,Beta,21,5,Feature,Mid,10,0,27.5
US-0764,Beta,2,3,Feature,Mid,1,0,25.5
US-0765,Alpha,11,2,Feature,Junior,3,0,11.0
US-0766,Delta,19,1,Feature,Junior,3,0,9.5
US-0767,Alpha,12,3,Bug,Mid,3,0,21.5
US-0768,Alpha,23,5,Bug,Mid,4,0,25.0
US-0769,Alpha,21,3,Bug,Junior,1,1,33.0
US-0770,Gamma,21,1,Debito tecnico,Mid,2,0,3.0
US-0771,Alpha,18,2,Spike,Mid,3,0,18.0
US-0772,Delta,23,3,Debito tecnico,Senior,3,0,11.5
US-0773,Beta,9,3,Feature,Junior,1,0,24.5
US-0774,Delta,2,5,Feature,Junior,2,0,47.5
US-0775,Alpha,13,2,Debito tecnico,Senior,3,0,7.0
US-0776,Delta,9,2,Spike,Mid,3,0,11.0
US-0777,Alpha,2,3,Spike,Senior,5,0,21.0
US-0778,Gamma,6,13,Bug,Mid,7,0,161.5
US-0779,Alpha,2,8,Debito tecnico,Junior,5,0,61.5
US-0780,Beta,3,3,Feature,Mid,3,1,19.5
US-0781,Gamma,20,2,Feature,Junior,4,0,10.0
US-0782,Alpha,6,13,Feature,Senior,7,1,60.5
US-0783,Delta,13,8,Feature,Junior,5,1,93.0
US-0784,Delta,16,5,Debito tecnico,Senior,10,0,29.5
US-0785,Gamma,8,5,Feature,Mid,4,0,26.5
US-0786,Alpha,12,5,Bug,Mid,2,0,44.5
US-0787,Gamma,12,5,Debito tecnico,Mid,3,0,23.0
US-0788,Beta,22,8,Debito tecnico,Senior,3,1,40.5
US-0789,Gamma,23,5,Spike,Senior,3,0,27.0
US-0790,Alpha,4,5,Bug,Senior,4,0,23.5
US-0791,Gamma,18,8,Bug,Senior,6,1,45.0
US-0792,Beta,17,13,Debito tecnico,Mid,9,1,147.0
US-0793,Gamma,23,3,Feature,Junior,4,0,17.0
US-0794,Beta,15,13,Bug,Junior,7,1,376.5
US-0795,Beta,11,3,Spike,Senior,1,0,22.5
US-0796,Beta,18,2,Feature,Senior,3,0,8.0
US-0797,Delta,17,2,Feature,Junior,1,0,10.5
US-0798,Beta,12,1,Feature,Junior,1,0,8.5
US-0799,Gamma,18,2,Feature,Mid,2,0,8.0
US-0800,Gamma,1,13,Bug,Mid,5,1,170.0
