id_build,righe_modificate,file_modificati,moduli_toccati,numero_test,cache_hit,ora_giorno,giorno_settimana,runner,trigger,durata_minuti
10471,191,6,2,876,1,13,Lun,large,push,4.43
10472,40,1,2,1144,0,14,Gio,large,pull_request,6.9
10473,318,8,2,978,1,14,Mar,small,pull_request,9.34
10474,122,5,2,996,1,14,Gio,small,push,9.23
10475,36,1,2,870,1,13,Ven,medium,pull_request,6.36
10476,35,2,2,1228,1,16,Mer,large,push,6.7
10477,108,4,1,671,0,9,Mer,small,push,9.78
10478,66,4,1,786,1,17,Lun,large,push,3.05
10479,275,9,3,1396,1,7,Lun,small,pull_request,11.68
10480,88,5,1,485,1,17,Mer,medium,push,6.24
10481,167,7,2,1094,0,16,Mar,large,pull_request,8.51
10482,47,3,2,968,1,17,Mer,medium,push,7.79
10483,117,6,2,1076,1,11,Mar,medium,push,10.17
10484,510,17,4,1735,1,17,Lun,small,push,16.17
10485,102,4,1,787,1,16,Gio,medium,pull_request,6.58
10486,65,6,1,554,1,20,Ven,large,schedule,3.31
10487,46,5,1,862,1,3,Ven,small,push,11.62
10488,118,5,2,987,1,17,Lun,medium,pull_request,6.77
10489,566,15,4,1802,0,15,Mar,large,push,17.51
10490,27,2,2,1077,0,22,Mar,medium,push,8.74
10491,114,5,2,1034,0,13,Ven,large,push,6.26
10492,18,4,2,1029,0,11,Mer,large,push,8.06
10493,76,3,1,728,1,18,Ven,small,pull_request,7.86
10494,160,7,2,1162,0,11,Ven,medium,pull_request,10.81
10495,21,2,2,919,1,16,Mar,medium,pull_request,8.67
10496,74,2,2,943,0,11,Mer,medium,pull_request,8.98
10497,165,4,1,843,0,19,Mar,medium,pull_request,8.21
10498,139,3,1,854,1,14,Mer,small,push,9.12
10499,174,5,2,968,1,11,Dom,medium,push,8.2
10500,41,3,1,610,1,17,Lun,medium,push,4.92
10501,165,7,3,1464,0,8,Gio,medium,push,13.53
10502,62,6,1,829,1,9,Mar,medium,push,6.5
10503,263,9,2,1203,1,17,Gio,medium,push,8.47
10504,9,2,1,566,0,11,Lun,medium,pull_request,10.74
10505,87,2,2,893,1,10,Mer,medium,push,9.33
10506,134,6,2,1027,1,15,Gio,large,pull_request,6.12
10507,529,16,3,1246,1,10,Mer,medium,push,14.88
10508,132,4,2,1202,1,22,Ven,large,push,6.12
10509,148,5,2,961,1,17,Gio,medium,push,9.51
10510,181,7,3,1277,1,18,Lun,large,pull_request,4.79
10511,476,16,4,1926,1,17,Mar,small,pull_request,16.53
10512,79,4,1,805,1,18,Mar,medium,pull_request,5.77
10513,26,2,1,831,0,11,Mar,small,schedule,9.7
10514,21,4,2,1027,0,15,Mar,medium,push,11.68
10515,249,15,4,1829,1,18,Lun,large,pull_request,7.73
10516,153,5,2,997,1,16,Ven,medium,pull_request,6.87
10517,91,6,1,490,0,23,Sab,medium,schedule,5.65
10518,63,9,3,1431,1,17,Lun,medium,push,11.58
10519,146,5,1,499,0,8,Gio,small,pull_request,10.46
10520,151,5,1,556,0,14,Mar,large,pull_request,4.24
10521,203,6,1,583,0,11,Mer,small,push,10.91
10522,35,3,1,738,1,18,Lun,small,push,9.14
10523,17,1,2,1115,1,19,Mar,small,push,7.95
10524,44,1,2,886,1,14,Mar,large,pull_request,5.25
10525,27,7,3,1459,1,8,Gio,medium,schedule,7.18
10526,26,3,2,1093,1,11,Mer,medium,pull_request,12.1
10527,675,18,4,1750,1,10,Gio,medium,push,16.61
10528,10,4,2,1077,1,14,Lun,small,push,7.95
10529,201,6,1,644,1,21,Mer,small,push,7.48
10530,325,10,2,859,1,11,Lun,small,pull_request,13.2
10531,356,10,3,1244,1,16,Lun,medium,push,8.53
10532,163,5,1,509,1,17,Mar,small,pull_request,7.13
10533,513,13,3,1355,1,17,Lun,medium,push,10.55
10534,853,24,4,1760,0,9,Gio,medium,push,11.79
10535,86,4,2,875,0,10,Mer,medium,push,12.24
10536,196,7,2,857,0,10,Gio,large,push,7.72
10537,488,15,4,1790,1,11,Lun,small,pull_request,23.89
10538,46,2,2,1071,0,7,Mar,medium,pull_request,9.01
10539,92,3,2,1201,1,14,Mer,small,pull_request,9.61
10540,60,6,2,1226,0,16,Lun,large,push,7.29
10541,199,6,1,869,1,10,Lun,large,pull_request,5.38
10542,15,1,2,855,0,15,Lun,small,push,14.45
10543,583,15,3,1320,1,14,Ven,small,push,16.09
10544,216,8,2,993,1,9,Mer,small,pull_request,10.07
10545,230,10,2,1117,1,10,Lun,small,push,11.02
10546,9,2,1,844,1,10,Mer,small,pull_request,9.91
10547,38,4,2,1172,1,14,Ven,small,pull_request,8.75
10548,618,18,4,1895,0,15,Lun,small,pull_request,29.36
10549,99,4,2,822,1,11,Mar,small,push,12.84
10550,18,1,2,828,0,9,Sab,medium,push,9.41
10551,153,5,1,638,0,11,Ven,small,pull_request,11.75
10552,253,9,3,1476,1,7,Mer,medium,push,8.86
10553,215,6,2,953,0,16,Lun,large,pull_request,7.6
10554,102,5,2,915,1,16,Mar,medium,pull_request,8.7
10555,418,16,3,1272,1,15,Ven,small,push,15.21
10556,55,2,2,1118,1,15,Gio,large,push,8.57
10557,217,8,3,1467,0,11,Mar,medium,push,14.51
10558,139,4,1,628,1,9,Lun,small,push,7.59
10559,104,5,2,843,1,15,Lun,medium,schedule,7.6
10560,79,2,2,910,1,16,Gio,small,pull_request,10.99
10561,82,3,1,612,0,17,Gio,medium,pull_request,5.57
10562,124,6,2,1026,0,16,Mar,medium,push,10.05
10563,87,4,2,980,1,15,Mer,medium,push,12.02
10564,269,8,2,879,1,17,Gio,large,push,5.45
10565,67,6,1,835,1,16,Gio,medium,schedule,7.27
10566,674,19,4,1669,0,19,Mar,small,pull_request,19.39
10567,63,6,1,562,1,1,Ven,medium,push,6.21
10568,330,10,2,992,0,9,Lun,medium,schedule,8.67
10569,346,9,2,1114,1,15,Mer,medium,push,7.86
10570,144,5,2,1208,1,12,Mar,medium,pull_request,8.75
10571,131,5,2,1005,1,11,Gio,medium,pull_request,8.06
10572,54,1,2,1028,0,16,Mer,large,pull_request,6.64
10573,68,3,2,942,0,14,Lun,small,schedule,10.63
10574,153,7,2,1108,1,14,Mer,large,pull_request,5.82
10575,114,4,2,1092,0,7,Mer,small,push,13.22
10576,441,14,3,1239,1,13,Mer,medium,pull_request,8.02
10577,73,3,1,681,1,15,Lun,medium,pull_request,7.5
10578,78,7,3,1571,0,11,Lun,medium,push,13.52
10579,19,1,1,551,1,10,Ven,medium,schedule,4.95
10580,244,9,2,1034,0,14,Lun,medium,pull_request,8.0
10581,221,7,3,1438,0,18,Mer,medium,push,12.21
10582,352,11,2,855,0,9,Mar,large,push,5.85
10583,374,10,3,1388,1,11,Gio,small,push,17.28
10584,286,8,3,1408,0,8,Mer,medium,push,14.46
10585,299,12,2,1013,1,11,Gio,medium,pull_request,8.75
10586,235,7,2,966,1,16,Gio,medium,pull_request,13.86
10587,278,9,2,1139,1,11,Mer,small,push,14.78
10588,16,1,1,578,1,12,Ven,small,pull_request,7.02
10589,36,2,2,1037,1,19,Gio,small,push,8.46
10590,30,5,1,612,1,11,Gio,medium,schedule,6.27
10591,485,15,4,1847,1,14,Gio,medium,pull_request,11.65
10592,51,3,1,648,1,19,Mer,small,push,8.54
10593,60,5,1,621,0,14,Gio,medium,push,6.14
10594,121,5,1,574,1,10,Mer,small,schedule,9.88
10595,31,5,2,1038,1,9,Ven,large,push,5.2
10596,182,6,1,790,0,18,Ven,medium,pull_request,8.84
10597,12,4,2,1069,0,18,Mer,small,push,15.14
10598,33,2,1,538,0,10,Mer,small,push,11.69
10599,149,5,2,814,1,15,Mar,large,pull_request,6.65
10600,31,3,2,866,1,10,Ven,medium,push,10.03
10601,501,16,4,1877,1,10,Gio,medium,pull_request,16.56
10602,126,3,2,842,0,18,Ven,medium,schedule,9.12
10603,417,14,3,1238,1,12,Mer,medium,pull_request,9.84
10604,178,8,2,990,0,10,Gio,large,push,10.48
10605,118,7,3,1264,0,14,Lun,large,pull_request,8.03
10606,40,4,2,863,1,17,Mer,small,pull_request,10.59
10607,333,8,3,1239,1,17,Mar,medium,push,8.25
10608,195,7,2,822,1,15,Mer,large,push,7.53
10609,1189,30,6,2426,1,17,Mar,small,push,24.52
10610,298,11,3,1298,1,16,Mar,large,push,7.72
10611,78,4,2,946,1,20,Gio,medium,pull_request,7.05
10612,165,5,1,861,1,15,Mer,medium,pull_request,7.69
10613,191,7,2,1200,1,15,Mar,large,pull_request,7.17
10614,431,13,3,1166,1,18,Gio,medium,pull_request,9.32
10615,514,14,4,1884,1,11,Lun,small,pull_request,20.84
10616,100,4,1,498,1,14,Mar,medium,push,3.93
10617,32,1,1,703,1,17,Mar,medium,push,7.32
10618,16,1,1,699,1,21,Lun,medium,pull_request,5.8
10619,34,3,1,701,0,12,Ven,small,push,10.1
10620,63,3,1,661,1,15,Gio,medium,pull_request,6.84
10621,628,20,5,2146,1,17,Gio,large,pull_request,11.19
10622,638,20,4,1562,1,14,Mer,large,push,7.98
10623,345,11,2,993,1,12,Mar,small,push,10.28
10624,464,17,4,1872,1,8,Gio,large,push,8.19
10625,55,3,2,1047,1,10,Gio,small,push,15.72
10626,23,1,1,756,1,11,Mer,medium,pull_request,7.45
10627,40,1,1,514,0,12,Mer,medium,schedule,6.25
10628,13,3,1,669,0,16,Mar,large,push,5.54
10629,35,1,2,858,1,10,Lun,large,pull_request,5.63
10630,69,6,2,1014,1,8,Lun,large,pull_request,6.05
10631,144,8,3,1297,1,15,Gio,small,push,13.81
10632,139,6,1,789,1,1,Mar,medium,push,6.71
10633,56,4,2,1121,1,19,Gio,medium,push,8.57
10634,224,7,2,855,0,10,Mer,medium,pull_request,11.69
10635,57,2,1,631,1,17,Mer,large,pull_request,3.67
10636,121,8,3,1544,0,12,Mer,medium,pull_request,9.82
10637,35,3,1,473,1,23,Lun,medium,pull_request,5.31
10638,397,11,2,875,0,14,Ven,small,pull_request,10.57
10639,123,4,2,1190,1,20,Mar,medium,push,8.25
10640,253,7,3,1348,1,13,Gio,small,push,13.26
10641,31,2,2,1079,1,16,Mar,small,pull_request,14.77
10642,145,6,1,570,1,8,Mer,large,push,3.25
10643,225,7,2,976,1,13,Mer,medium,pull_request,6.47
10644,13,1,1,745,1,11,Mar,small,push,10.86
10645,434,13,3,1286,0,17,Mar,medium,push,11.9
10646,30,2,2,1162,0,14,Mer,small,pull_request,9.94
10647,151,5,2,1194,1,15,Ven,small,pull_request,14.17
10648,857,24,5,2128,1,10,Mer,large,pull_request,16.33
10649,343,15,4,1632,0,9,Lun,small,push,21.67
10650,23,6,2,920,0,16,Mar,small,push,12.81
10651,99,5,1,493,1,13,Sab,small,pull_request,7.47
10652,466,13,3,1465,1,12,Lun,medium,pull_request,11.73
10653,49,5,1,817,1,20,Gio,small,push,6.52
10654,81,4,2,1192,1,9,Mar,medium,push,7.66
10655,78,6,2,1209,0,15,Mer,large,pull_request,10.53
10656,225,8,3,1242,1,8,Mar,medium,pull_request,7.15
10657,22,5,2,1104,1,16,Ven,small,push,12.75
10658,239,10,2,924,1,14,Mer,large,schedule,4.94
10659,60,4,2,882,1,16,Mar,medium,push,8.08
10660,119,5,2,1039,1,16,Mer,large,push,8.08
10661,94,4,1,754,1,9,Lun,small,push,9.89
10662,232,6,2,1124,1,11,Ven,small,push,13.35
10663,117,5,1,676,1,10,Mar,small,pull_request,8.48
10664,585,18,4,1564,1,15,Ven,medium,push,17.02
10665,356,10,3,1212,0,10,Gio,medium,push,16.49
10666,50,3,1,481,0,14,Lun,medium,push,6.18
10667,539,13,4,1837,1,13,Ven,medium,push,13.39
10668,171,4,2,1052,0,15,Dom,medium,push,10.58
10669,145,4,2,962,1,11,Gio,medium,push,7.99
10670,305,9,3,1476,1,19,Mer,small,push,12.71
10671,38,2,2,960,1,20,Gio,medium,pull_request,7.12
10672,26,5,2,936,0,11,Lun,large,push,5.77
10673,123,3,2,1124,1,18,Ven,large,push,5.2
10674,62,4,2,1044,0,17,Mar,small,pull_request,11.54
10675,1174,31,6,2500,1,10,Gio,medium,push,21.3
10676,52,1,2,1146,0,14,Gio,small,push,11.36
10677,125,3,1,599,0,12,Ven,medium,push,7.27
10678,148,5,2,822,0,17,Gio,medium,push,9.03
10679,465,14,4,1783,0,18,Gio,large,push,10.42
10680,40,2,2,941,1,15,Gio,large,push,6.62
10681,20,1,1,858,1,15,Mer,medium,push,8.38
10682,556,15,4,1636,1,16,Lun,medium,push,13.82
10683,131,5,2,1146,0,14,Ven,medium,push,9.88
10684,292,8,3,1463,1,13,Mer,medium,pull_request,8.9
10685,308,13,4,1811,1,14,Gio,medium,pull_request,10.55
10686,373,9,3,1431,1,17,Mar,small,pull_request,17.51
10687,79,5,1,500,1,15,Mer,small,push,8.44
10688,59,5,2,1150,1,9,Mer,medium,pull_request,7.8
10689,13,3,1,570,1,9,Dom,medium,pull_request,5.06
10690,40,3,2,1072,0,12,Mar,medium,push,9.85
10691,128,5,1,565,1,15,Mer,medium,pull_request,6.07
10692,55,2,1,557,0,12,Lun,small,pull_request,8.48
10693,34,2,2,967,1,12,Mer,small,push,11.5
10694,127,4,2,1019,1,18,Mer,medium,push,5.97
10695,526,16,4,1889,0,17,Lun,medium,push,16.1
10696,113,5,2,986,1,13,Gio,small,pull_request,9.06
10697,35,2,1,822,1,16,Gio,small,pull_request,7.81
10698,486,14,4,1804,0,13,Gio,large,pull_request,10.54
10699,51,2,2,1070,1,15,Gio,medium,push,7.91
10700,611,18,3,1558,1,11,Lun,large,push,7.64
10701,90,2,1,860,0,14,Mer,large,pull_request,7.89
10702,134,4,2,1015,0,15,Gio,small,pull_request,17.79
10703,668,18,3,1330,1,13,Gio,large,pull_request,7.59
10704,27,1,1,712,1,16,Gio,medium,pull_request,6.98
10705,38,2,1,548,1,11,Mer,medium,pull_request,5.3
10706,84,8,3,1250,1,2,Gio,medium,pull_request,8.59
10707,103,4,1,589,1,18,Ven,medium,pull_request,5.04
10708,2195,57,11,4203,1,11,Mer,medium,pull_request,25.38
10709,45,2,1,874,1,10,Lun,small,schedule,14.26
10710,29,5,2,1121,0,13,Gio,medium,pull_request,9.34
10711,43,3,1,595,0,10,Gio,small,pull_request,10.16
10712,155,5,2,1135,0,16,Gio,small,pull_request,17.56
10713,206,7,3,1390,1,11,Mar,medium,schedule,9.63
10714,55,3,1,855,1,22,Lun,medium,push,5.36
10715,123,4,2,1060,0,11,Gio,small,pull_request,20.94
10716,1020,27,6,2619,1,11,Lun,small,schedule,27.19
10717,125,5,1,779,1,14,Mar,large,push,4.2
10718,171,8,3,1374,1,0,Mer,medium,push,9.51
10719,959,25,5,2174,1,0,Lun,medium,push,14.17
10720,56,2,2,1182,0,10,Mer,small,pull_request,15.74
10721,52,3,1,552,1,8,Lun,medium,schedule,7.18
10722,72,3,1,764,1,16,Mar,medium,push,6.58
10723,67,5,2,1238,1,18,Dom,small,pull_request,9.96
10724,16,1,2,1039,0,12,Mer,medium,pull_request,9.84
10725,140,7,3,1361,1,14,Ven,small,pull_request,10.71
10726,152,6,2,835,1,15,Mer,small,pull_request,13.97
10727,98,4,2,1147,0,9,Gio,medium,pull_request,9.45
10728,158,7,3,1563,0,13,Lun,medium,push,12.68
10729,159,7,2,1067,1,20,Mar,medium,push,8.02
10730,28,2,2,1216,1,10,Mar,medium,push,9.5
10731,165,5,2,871,0,8,Lun,medium,push,10.27
10732,222,8,3,1369,0,11,Ven,medium,pull_request,16.44
10733,21,1,1,771,1,14,Mer,medium,pull_request,6.3
10734,600,16,4,1653,1,17,Mer,small,push,12.92
10735,31,2,1,801,1,11,Mer,small,pull_request,9.88
10736,34,1,1,507,1,11,Mar,large,push,4.24
10737,150,6,1,818,1,11,Ven,small,push,14.05
10738,216,6,2,836,1,17,Gio,medium,push,5.62
10739,282,8,2,845,0,13,Lun,medium,push,8.34
10740,222,10,3,1494,1,11,Mer,medium,pull_request,14.5
10741,68,4,1,846,0,10,Lun,medium,push,8.17
10742,135,6,2,989,1,9,Gio,medium,push,6.67
10743,85,3,1,567,1,21,Mer,medium,push,6.7
10744,145,5,1,719,0,13,Ven,small,pull_request,10.78
10745,129,5,2,948,1,8,Ven,large,push,5.74
10746,69,2,1,578,1,18,Lun,large,schedule,4.08
10747,82,4,1,484,1,19,Lun,large,pull_request,3.5
10748,16,1,2,1065,1,10,Ven,large,pull_request,6.61
10749,299,8,3,1245,1,11,Mer,medium,push,13.0
10750,166,9,2,1119,0,20,Mer,small,pull_request,12.11
10751,9,2,1,540,0,3,Mer,medium,pull_request,8.16
10752,287,8,2,1185,1,11,Mer,medium,push,9.55
10753,113,4,1,740,1,12,Mer,small,push,9.56
10754,43,1,2,1019,1,16,Ven,medium,push,9.89
10755,39,3,2,1000,0,12,Mer,large,pull_request,5.85
10756,56,4,1,587,1,11,Mar,small,pull_request,9.86
10757,43,3,1,488,1,16,Mar,medium,push,6.21
10758,50,5,1,509,1,17,Ven,medium,push,3.8
10759,779,24,4,1750,0,9,Mer,small,push,21.9
10760,180,4,1,804,1,9,Mer,medium,schedule,5.13
10761,1127,31,7,2860,1,15,Lun,medium,push,24.82
10762,154,6,1,788,1,11,Ven,small,push,10.43
10763,227,9,2,1125,1,15,Mer,large,pull_request,7.96
10764,46,3,1,626,1,10,Dom,medium,push,4.83
10765,100,6,1,867,1,17,Lun,medium,pull_request,5.17
10766,110,6,1,547,1,11,Mar,medium,pull_request,5.51
10767,237,7,2,924,1,11,Mar,large,pull_request,8.64
10768,114,5,1,726,1,10,Mar,small,pull_request,16.02
10769,177,7,2,830,0,10,Ven,medium,push,14.92
10770,170,5,2,1132,0,15,Mar,medium,pull_request,9.8
10771,86,2,1,608,1,15,Gio,large,schedule,3.81
10772,77,3,1,756,1,17,Gio,medium,push,5.0
10773,57,3,1,748,1,15,Mar,large,pull_request,5.7
10774,395,13,4,1550,1,12,Mer,small,pull_request,20.97
10775,86,6,1,597,0,17,Ven,medium,pull_request,7.68
10776,172,5,2,1198,1,3,Mer,medium,push,8.39
10777,101,5,1,856,1,16,Mar,medium,push,6.8
10778,386,12,3,1386,1,14,Ven,large,push,6.53
10779,13,2,1,626,0,10,Mer,medium,pull_request,8.37
10780,167,7,2,1070,0,15,Sab,small,pull_request,15.43
10781,30,3,1,741,1,22,Gio,medium,push,5.32
10782,184,7,2,855,1,11,Mer,small,pull_request,12.95
10783,102,5,2,956,1,15,Mer,small,push,13.13
10784,24,4,2,808,1,13,Ven,medium,push,6.66
10785,174,10,3,1360,1,12,Sab,large,push,6.15
10786,154,5,1,527,0,11,Mar,medium,push,8.45
10787,93,7,3,1515,1,10,Lun,medium,pull_request,12.0
10788,107,5,2,980,0,10,Lun,medium,push,10.2
10789,143,4,1,824,1,16,Mar,small,schedule,12.39
10790,439,15,4,1889,1,11,Mar,medium,push,19.27
10791,85,6,1,566,1,14,Mer,small,push,7.48
10792,366,14,3,1456,1,10,Lun,large,push,8.64
10793,115,3,2,833,1,10,Mer,medium,pull_request,9.51
10794,499,15,3,1580,0,15,Ven,small,pull_request,24.14
10795,93,4,1,783,1,15,Mar,small,push,12.42
10796,58,3,2,1090,1,14,Gio,small,push,10.81
10797,36,7,3,1398,1,16,Lun,large,pull_request,8.83
10798,116,4,2,861,0,15,Gio,large,push,9.97
10799,50,1,2,916,1,10,Ven,large,schedule,7.39
10800,563,14,4,1813,1,8,Mar,medium,push,11.81
10801,46,2,2,904,0,11,Gio,large,push,9.0
10802,56,4,2,1058,1,12,Lun,medium,pull_request,6.38
10803,227,9,2,1154,1,10,Mar,small,push,13.72
10804,442,13,3,1514,1,13,Lun,medium,push,11.63
10805,268,8,3,1198,1,7,Mar,medium,pull_request,11.19
10806,385,11,2,1059,1,13,Mar,medium,push,7.13
10807,110,5,1,525,1,11,Gio,small,push,8.89
10808,112,5,2,923,0,20,Mar,medium,push,9.0
10809,1097,31,6,2575,1,18,Gio,medium,pull_request,16.53
10810,770,21,4,1801,1,19,Mar,small,pull_request,14.42
10811,263,10,3,1456,1,15,Mar,small,pull_request,18.47
10812,405,10,3,1474,1,20,Mer,medium,schedule,8.31
10813,309,8,3,1232,0,10,Gio,medium,pull_request,17.33
10814,32,3,1,682,1,14,Ven,medium,push,6.78
10815,115,3,1,549,1,16,Gio,large,pull_request,4.13
10816,623,18,4,1552,0,13,Mer,medium,pull_request,12.18
10817,265,10,2,1186,1,10,Ven,medium,push,10.26
10818,112,6,2,973,1,15,Mar,small,pull_request,11.77
10819,631,19,4,1613,0,20,Dom,medium,push,14.51
10820,180,6,1,806,0,14,Mar,small,push,10.91
10821,276,10,3,1440,1,10,Mar,large,pull_request,7.42
10822,181,7,3,1285,1,7,Mar,large,push,8.14
10823,218,5,2,1133,1,9,Mer,medium,push,7.26
10824,235,8,3,1467,0,16,Mer,small,push,24.79
10825,501,16,3,1295,1,13,Lun,small,pull_request,11.74
10826,579,19,5,1979,1,10,Mar,medium,pull_request,16.77
10827,73,4,1,549,0,17,Mer,large,schedule,4.87
10828,177,5,1,589,1,13,Gio,medium,pull_request,5.54
10829,486,14,3,1280,1,17,Ven,large,schedule,6.41
10830,104,4,2,937,1,17,Ven,small,push,9.28
10831,28,2,2,900,1,16,Mer,medium,push,8.11
10832,44,1,2,847,1,20,Mer,small,pull_request,8.52
10833,48,2,1,745,1,18,Gio,medium,pull_request,6.08
10834,72,5,1,602,1,9,Ven,medium,pull_request,7.0
10835,53,2,1,497,1,11,Gio,medium,pull_request,6.49
10836,372,14,4,1816,0,19,Gio,medium,push,16.38
10837,88,5,2,905,1,15,Mer,small,pull_request,14.41
10838,480,13,3,1338,0,13,Ven,small,push,16.38
10839,35,2,2,1135,1,17,Gio,medium,push,5.89
10840,81,5,2,924,0,15,Lun,medium,pull_request,11.15
10841,135,5,1,551,1,12,Mer,large,pull_request,4.16
10842,293,8,3,1446,1,11,Mar,medium,push,16.56
10843,422,12,2,842,0,17,Lun,medium,pull_request,8.24
10844,66,3,1,673,1,17,Gio,medium,schedule,6.55
10845,358,11,3,1495,1,18,Gio,medium,push,10.47
10846,19,1,1,660,1,17,Ven,small,push,7.18
10847,313,11,2,883,1,10,Ven,medium,push,7.76
10848,27,2,1,797,0,12,Mar,small,push,9.29
10849,196,8,2,1115,1,11,Lun,small,push,15.06
10850,416,14,4,1674,1,10,Lun,large,push,11.97
10851,318,9,2,884,1,17,Ven,medium,push,4.83
10852,20,3,1,678,1,9,Mar,large,push,4.16
10853,73,4,2,1120,1,13,Mar,large,push,4.96
10854,264,8,3,1199,0,17,Mer,large,schedule,7.46
10855,256,7,2,1012,1,17,Lun,medium,push,8.12
10856,163,5,2,942,1,11,Gio,small,push,16.9
10857,11,3,2,959,0,6,Ven,small,push,11.12
10858,448,12,2,907,1,12,Gio,medium,schedule,7.44
10859,545,16,3,1414,1,15,Mar,medium,push,9.93
10860,144,7,3,1518,0,17,Lun,medium,pull_request,13.07
10861,154,6,2,861,1,14,Mar,large,push,4.38
10862,209,9,2,821,1,11,Mar,medium,push,10.9
10863,598,17,3,1339,1,16,Mar,small,push,18.26
10864,158,6,1,763,1,12,Lun,medium,pull_request,5.76
10865,97,6,1,500,0,17,Mer,medium,pull_request,6.13
10866,183,7,3,1474,1,4,Mar,large,push,7.2
10867,119,7,2,1098,0,12,Mer,medium,schedule,10.68
10868,120,3,1,602,1,12,Mar,small,push,6.33
10869,17,2,2,945,1,15,Mer,medium,pull_request,8.6
10870,213,10,2,944,1,11,Gio,medium,pull_request,9.15
10871,435,12,3,1454,0,12,Lun,medium,push,13.22
10872,369,9,3,1222,1,16,Mer,medium,pull_request,13.88
10873,342,11,3,1308,1,10,Mer,medium,pull_request,9.48
10874,113,4,2,935,1,10,Gio,large,push,7.21
10875,141,6,1,613,1,9,Ven,large,push,4.03
10876,445,13,4,1881,1,10,Gio,small,schedule,19.73
10877,312,9,3,1149,0,14,Gio,medium,pull_request,12.87
10878,616,19,4,1537,1,10,Ven,small,schedule,18.51
10879,57,5,1,632,1,8,Ven,medium,pull_request,4.11
10880,57,3,2,1014,1,23,Ven,small,pull_request,6.13
10881,83,5,1,868,1,13,Mer,medium,push,5.22
10882,43,5,1,569,0,17,Ven,small,pull_request,8.37
10883,28,2,1,693,0,16,Mar,medium,push,8.83
10884,201,6,1,746,1,10,Ven,small,push,11.51
10885,186,6,1,752,0,14,Lun,small,pull_request,10.12
10886,157,6,1,610,0,14,Mar,small,push,7.86
10887,177,4,1,809,1,9,Lun,medium,pull_request,5.85
10888,24,4,2,962,1,9,Gio,small,pull_request,9.62
10889,71,2,1,652,1,11,Mer,large,pull_request,6.23
10890,87,3,2,842,0,10,Gio,medium,push,11.74
10891,127,7,3,1553,0,11,Mer,large,push,8.41
10892,24,2,1,842,1,10,Mar,small,pull_request,10.15
10893,43,2,2,940,1,14,Ven,small,push,10.96
10894,74,4,1,669,0,11,Mer,large,push,6.08
10895,384,13,3,1481,1,16,Mer,medium,pull_request,9.86
10896,160,8,3,1182,0,7,Ven,small,push,17.58
10897,369,9,3,1439,0,15,Mar,small,push,23.24
10898,105,4,1,760,1,16,Mar,large,push,5.06
10899,120,4,1,719,1,13,Lun,small,schedule,7.19
10900,208,8,2,1116,1,11,Mer,medium,pull_request,11.52
10901,99,3,2,897,1,11,Gio,large,pull_request,4.66
10902,60,2,2,1026,1,11,Lun,medium,pull_request,7.31
10903,23,2,1,738,0,9,Lun,medium,push,6.29
10904,62,7,2,1219,0,15,Gio,medium,push,12.94
10905,301,9,2,835,1,15,Gio,medium,push,7.21
10906,480,14,3,1272,1,12,Mar,medium,pull_request,8.73
10907,51,4,1,575,1,19,Mar,small,push,6.9
10908,18,1,2,1134,1,18,Mar,medium,schedule,8.1
10909,333,8,2,1125,1,11,Lun,large,push,6.83
10910,130,8,2,1163,1,16,Mer,medium,push,9.56
10911,27,4,2,1086,1,9,Mer,medium,push,6.78
10912,4,1,2,1026,0,16,Ven,medium,push,13.34
10913,42,3,2,974,1,16,Mer,medium,push,9.9
10914,72,7,3,1371,1,11,Lun,medium,schedule,12.64
10915,34,3,1,510,0,12,Mar,medium,push,5.57
10916,257,7,2,862,1,15,Gio,small,pull_request,11.51
10917,49,3,1,506,1,11,Mer,small,pull_request,9.29
10918,122,8,3,1222,1,14,Gio,medium,push,8.02
10919,1633,44,8,3053,1,18,Mar,medium,push,17.78
10920,137,5,2,975,1,13,Lun,medium,pull_request,7.64
10921,106,6,1,856,0,10,Ven,medium,pull_request,7.87
10922,108,5,2,1197,1,14,Mar,medium,pull_request,7.8
10923,250,8,2,1130,0,15,Lun,medium,push,14.42
10924,219,8,3,1251,1,14,Mer,medium,push,9.21
10925,40,1,2,1044,1,4,Gio,medium,pull_request,6.34
10926,76,4,1,666,1,15,Mer,medium,push,7.44
10927,58,4,2,1071,0,7,Mer,small,push,11.98
10928,88,4,2,842,0,12,Mar,medium,pull_request,9.81
10929,895,28,5,1872,1,12,Gio,small,schedule,20.24
10930,237,7,3,1285,0,17,Gio,small,schedule,15.52
10931,110,7,2,842,0,17,Gio,medium,pull_request,7.78
10932,472,13,4,1663,0,16,Lun,small,schedule,22.67
10933,148,5,2,975,1,17,Mer,small,push,15.14
10934,20,5,1,854,1,10,Gio,small,push,7.59
10935,748,21,5,2142,0,16,Mar,medium,push,17.49
10936,101,4,2,881,0,16,Mar,small,pull_request,18.2
10937,10,1,2,1086,0,16,Ven,large,pull_request,9.28
10938,21,3,1,504,1,17,Ven,medium,schedule,5.17
10939,415,11,2,1206,1,10,Sab,medium,pull_request,6.34
10940,21,3,2,836,1,10,Mer,medium,push,9.02
10941,529,15,4,1621,1,17,Lun,medium,push,9.81
10942,131,5,1,687,1,9,Lun,medium,pull_request,5.62
10943,263,8,3,1447,0,9,Gio,small,pull_request,18.33
