id_cliente,piano,fatturazione,mesi_anzianita,licenze,utenti_attivi_30gg,login_medi_settimana,feature_usate,integrazioni_attive,ticket_90gg,tempo_risposta_medio_ore,ritardi_pagamento_12m,churn
C-00371,Pro,mensile,7,24,17,2.3,7,1,3,12.2,0,0
C-00372,Basic,mensile,8,8,5,1.1,6,4,0,13.8,0,0
C-00373,Basic,mensile,12,9,5,2.7,5,2,2,7.2,1,0
C-00374,Basic,mensile,12,2,2,5.0,7,1,2,9.7,1,0
C-00375,Basic,mensile,20,5,2,4.9,5,1,1,12.8,0,0
C-00376,Basic,mensile,10,7,6,4.5,4,0,5,25.3,0,0
C-00377,Enterprise,annuale,10,145,84,3.6,5,2,1,12.0,1,0
C-00378,Basic,annuale,17,7,4,4.0,5,0,6,5.5,1,1
C-00379,Basic,mensile,40,7,4,3.3,5,1,4,11.7,1,0
C-00380,Pro,annuale,14,20,13,1.7,8,2,2,9.1,1,0
C-00381,Pro,annuale,19,47,24,1.9,5,1,4,3.0,0,0
C-00382,Enterprise,mensile,21,65,43,2.3,4,1,3,3.3,1,0
C-00383,Pro,mensile,9,39,25,5.2,8,0,1,9.6,1,0
C-00384,Pro,mensile,15,15,11,4.7,4,2,3,10.1,0,0
C-00385,Basic,mensile,11,3,1,1.7,2,1,2,8.4,0,0
C-00386,Enterprise,annuale,37,162,131,3.3,7,1,0,17.0,0,0
C-00387,Pro,annuale,35,9,7,2.6,8,0,4,5.7,0,0
C-00388,Enterprise,mensile,10,185,115,3.0,6,0,2,4.4,1,0
C-00389,Basic,annuale,18,2,1,2.4,5,0,3,6.1,0,0
C-00390,Enterprise,mensile,30,300,222,5.2,6,0,1,6.9,1,0
C-00391,Pro,annuale,25,40,29,3.2,7,4,4,9.7,0,0
C-00392,Basic,annuale,27,3,2,3.5,7,1,0,6.2,0,0
C-00393,Pro,mensile,9,15,3,3.5,3,0,0,2.8,0,0
C-00394,Pro,mensile,57,48,29,1.8,7,0,2,2.1,0,0
C-00395,Basic,annuale,12,4,2,3.4,6,3,1,10.8,1,0
C-00396,Pro,annuale,12,45,33,4.7,2,1,1,5.1,0,0
C-00397,Pro,mensile,6,42,35,5.3,3,2,6,3.0,1,0
C-00398,Basic,mensile,17,9,8,1.6,3,3,2,14.5,2,0
C-00399,Pro,mensile,43,48,17,1.1,8,0,3,25.3,0,0
C-00400,Basic,annuale,24,4,2,3.3,5,2,1,9.4,0,0
C-00401,Basic,annuale,18,8,4,4.8,6,0,1,11.7,1,1
C-00402,Enterprise,annuale,33,143,92,3.7,1,0,2,11.8,0,0
C-00403,Pro,annuale,42,10,9,4.2,7,3,3,2.5,0,0
C-00404,Basic,annuale,35,1,1,1.3,5,0,1,17.0,1,0
C-00405,Enterprise,annuale,3,237,52,2.4,8,2,1,21.0,0,0
C-00406,Enterprise,mensile,33,172,148,0.1,5,1,0,30.1,1,0
C-00407,Basic,annuale,27,10,6,3.0,7,0,2,7.7,0,0
C-00408,Pro,mensile,10,11,8,0.2,6,1,1,5.1,1,0
C-00409,Basic,mensile,27,8,6,5.1,5,0,4,22.6,1,0
C-00410,Enterprise,annuale,43,187,85,5.4,8,1,1,13.5,0,0
C-00411,Pro,annuale,12,49,41,3.4,5,4,2,16.9,0,0
C-00412,Pro,annuale,37,26,20,1.1,8,1,1,6.8,0,0
C-00413,Basic,mensile,25,8,5,3.7,2,0,3,11.8,0,0
C-00414,Enterprise,mensile,1,30,19,5.8,6,1,4,5.3,1,0
C-00415,Basic,mensile,19,9,5,3.9,8,1,1,10.0,1,0
C-00416,Basic,mensile,24,7,5,4.9,8,1,3,8.1,1,0
C-00417,Basic,mensile,15,1,0,2.5,5,1,1,40.8,1,1
C-00418,Pro,mensile,25,7,4,2.0,5,2,3,13.9,0,0
C-00419,Basic,mensile,18,7,5,3.1,7,1,1,2.7,0,0
C-00420,Enterprise,annuale,79,130,85,0.5,5,0,2,10.0,1,0
C-00421,Pro,mensile,15,45,32,6.4,8,0,4,12.5,0,0
C-00422,Basic,mensile,10,5,3,3.4,4,2,2,7.5,0,0
C-00423,Basic,annuale,35,3,2,4.4,3,2,3,5.2,0,0
C-00424,Basic,mensile,16,2,1,2.6,7,2,0,14.9,0,0
C-00425,Pro,annuale,18,25,13,1.0,5,1,2,5.6,1,0
C-00426,Pro,annuale,17,7,2,5.2,5,1,0,14.1,0,0
C-00427,Basic,mensile,34,10,6,1.6,5,1,6,5.3,1,0
C-00428,Pro,annuale,8,22,6,3.7,9,0,0,7.3,2,0
C-00429,Basic,annuale,37,8,6,3.8,6,3,1,17.7,1,0
C-00430,Pro,annuale,29,33,14,3.3,9,2,4,13.4,1,0
C-00431,Enterprise,annuale,62,158,113,2.1,5,1,1,10.2,1,0
C-00432,Pro,annuale,23,35,25,3.0,5,2,2,9.8,0,0
C-00433,Pro,annuale,8,12,10,1.9,4,0,3,10.6,1,0
C-00434,Pro,mensile,23,43,32,4.3,5,1,1,6.2,1,0
C-00435,Basic,annuale,25,3,2,4.0,3,4,2,4.0,2,0
C-00436,Basic,annuale,45,9,5,3.2,0,0,1,14.1,0,0
C-00437,Basic,annuale,8,4,3,2.4,5,1,2,25.0,0,0
C-00438,Pro,annuale,5,30,27,6.2,7,0,0,14.4,1,0
C-00439,Pro,mensile,23,5,4,1.4,5,0,5,11.6,1,0
C-00440,Pro,annuale,64,31,30,1.0,5,1,5,4.8,0,0
C-00441,Enterprise,annuale,32,102,73,3.1,5,2,1,16.9,0,0
C-00442,Basic,mensile,33,8,4,2.8,5,1,4,13.3,0,0
C-00443,Pro,mensile,6,13,8,4.7,7,0,2,15.8,1,0
C-00444,Basic,mensile,20,2,2,4.1,7,1,0,18.6,2,0
C-00445,Basic,mensile,46,3,2,3.2,7,3,2,25.9,1,0
C-00446,Pro,annuale,25,5,2,3.9,4,2,2,5.1,1,0
C-00447,Enterprise,mensile,4,237,206,3.9,5,1,1,4.6,0,0
C-00448,Pro,mensile,20,43,24,6.1,7,0,4,10.9,0,0
C-00449,Basic,annuale,30,10,6,3.6,8,1,5,5.7,0,0
C-00450,Pro,annuale,19,14,11,2.2,6,5,0,5.2,0,0
C-00451,Basic,annuale,9,6,4,3.5,5,3,1,20.8,1,0
C-00452,Enterprise,annuale,36,136,89,0.0,7,0,3,5.5,1,0
C-00453,Pro,annuale,14,5,2,3.2,9,1,1,9.9,0,0
C-00454,Basic,annuale,27,6,5,4.7,5,0,0,3.8,0,0
C-00455,Basic,annuale,20,4,2,4.0,4,2,1,10.4,3,0
C-00456,Basic,mensile,14,7,4,3.6,7,1,3,20.3,0,0
C-00457,Enterprise,annuale,69,38,24,4.1,6,0,2,20.7,0,0
C-00458,Pro,mensile,12,43,21,4.7,4,2,2,18.7,1,0
C-00459,Pro,mensile,21,49,31,5.2,5,0,1,9.5,1,0
C-00460,Pro,mensile,20,37,33,3.8,6,2,1,19.5,0,0
C-00461,Pro,annuale,23,38,28,2.8,6,2,0,12.9,0,0
C-00462,Basic,annuale,66,1,1,0.0,7,2,5,7.7,0,0
C-00463,Enterprise,mensile,30,151,113,4.6,4,1,5,12.6,0,0
C-00464,Basic,annuale,14,10,6,3.9,4,2,2,17.0,0,0
C-00465,Pro,mensile,53,24,21,3.4,7,1,1,4.5,0,0
C-00466,Pro,annuale,34,28,22,2.2,3,1,2,5.3,0,0
C-00467,Pro,annuale,14,36,10,4.6,5,1,1,9.2,0,0
C-00468,Enterprise,annuale,47,181,171,2.8,6,1,5,4.8,1,0
C-00469,Basic,annuale,6,8,5,3.2,5,2,2,4.8,0,0
C-00470,Pro,mensile,7,38,14,3.1,7,3,1,7.8,0,0
C-00471,Basic,mensile,4,6,1,3.8,3,3,1,18.1,0,0
C-00472,Pro,annuale,2,36,14,1.6,7,1,4,17.9,0,0
C-00473,Basic,annuale,45,7,5,4.0,6,0,0,12.1,1,0
C-00474,Basic,mensile,23,8,4,2.2,5,3,1,11.1,0,0
C-00475,Basic,mensile,4,2,2,2.2,7,0,0,35.0,2,1
C-00476,Basic,mensile,19,7,6,4.4,4,1,2,7.2,1,0
C-00477,Basic,mensile,37,9,6,1.8,7,1,1,11.6,0,0
C-00478,Pro,mensile,11,34,21,4.4,4,0,1,7.0,1,0
C-00479,Pro,mensile,15,31,10,3.3,9,1,1,4.6,0,0
C-00480,Basic,annuale,71,9,6,0.9,2,1,1,20.4,0,0
C-00481,Basic,mensile,17,1,1,5.1,6,0,3,8.3,0,0
C-00482,Basic,mensile,5,2,1,3.6,4,1,3,15.2,1,0
C-00483,Pro,mensile,13,39,33,3.8,5,1,4,8.6,1,0
C-00484,Basic,mensile,4,2,1,4.6,4,1,1,21.1,1,0
C-00485,Basic,annuale,32,8,3,5.3,4,0,3,5.5,1,0
C-00486,Basic,mensile,9,10,2,3.5,3,0,1,20.1,2,1
C-00487,Pro,annuale,9,6,5,4.1,1,1,1,17.1,0,0
C-00488,Basic,annuale,75,5,3,3.7,6,0,0,3.4,1,0
C-00489,Pro,mensile,7,30,26,2.7,5,2,2,7.3,0,0
C-00490,Pro,annuale,6,28,24,1.0,3,0,2,18.5,2,1
C-00491,Pro,annuale,8,6,4,3.5,8,0,2,26.7,0,0
C-00492,Pro,mensile,38,40,32,5.1,6,3,1,15.4,0,0
C-00493,Pro,mensile,29,6,3,4.0,4,0,1,7.9,0,0
C-00494,Basic,annuale,13,10,8,1.7,5,1,2,5.6,0,0
C-00495,Pro,annuale,12,23,7,4.7,5,0,6,14.0,1,1
C-00496,Pro,mensile,28,37,34,2.8,6,1,2,7.7,0,0
C-00497,Basic,annuale,24,4,4,0.3,7,3,1,7.9,0,0
C-00498,Pro,mensile,17,42,29,4.6,6,3,1,8.7,1,0
C-00499,Basic,annuale,30,6,4,1.9,9,2,3,17.0,1,0
C-00500,Pro,mensile,7,40,19,5.7,6,3,1,29.6,1,0
C-00501,Pro,mensile,9,6,4,4.8,9,1,3,18.5,3,1
C-00502,Enterprise,annuale,31,297,221,2.9,6,1,3,10.1,0,0
C-00503,Enterprise,annuale,25,203,124,3.8,6,3,3,5.8,0,0
C-00504,Pro,annuale,20,45,37,6.6,6,0,1,14.9,0,0
C-00505,Pro,mensile,74,50,46,4.6,7,1,9,27.2,0,0
C-00506,Pro,mensile,35,8,5,3.5,2,0,1,18.3,0,0
C-00507,Basic,annuale,13,3,2,7.0,3,2,6,11.3,1,0
C-00508,Pro,annuale,10,37,34,3.4,4,1,1,7.5,0,0
C-00509,Pro,mensile,26,11,3,4.0,4,1,2,12.3,1,0
C-00510,Basic,annuale,45,5,4,1.9,8,0,4,20.0,1,0
C-00511,Basic,mensile,3,3,2,0.9,6,2,2,11.5,0,0
C-00512,Pro,mensile,25,31,24,2.8,4,5,3,9.4,0,0
C-00513,Basic,mensile,15,6,4,3.3,5,0,4,6.6,0,0
C-00514,Basic,mensile,23,6,4,3.7,4,4,3,47.3,1,1
C-00515,Basic,mensile,5,3,1,1.2,7,2,4,5.9,0,0
C-00516,Basic,annuale,45,8,6,4.1,8,1,1,5.5,1,0
C-00517,Basic,mensile,53,2,2,2.0,4,0,1,11.0,0,0
C-00518,Pro,mensile,33,13,8,4.1,5,1,1,8.9,1,0
C-00519,Basic,mensile,61,5,3,4.5,8,3,5,18.5,0,0
C-00520,Pro,mensile,15,20,15,2.6,6,2,1,18.9,0,0
C-00521,Enterprise,mensile,24,182,172,1.9,7,2,1,4.8,0,0
C-00522,Basic,annuale,33,5,5,5.4,5,2,3,6.4,1,0
C-00523,Basic,mensile,26,7,7,4.4,4,2,3,5.9,0,0
C-00524,Pro,annuale,16,26,15,3.4,6,1,3,16.0,1,0
C-00525,Basic,annuale,18,2,1,5.3,4,1,3,12.9,0,0
C-00526,Basic,mensile,50,6,2,3.3,7,2,0,8.0,1,0
C-00527,Enterprise,annuale,20,249,132,2.3,7,1,3,11.4,1,0
C-00528,Enterprise,annuale,43,35,25,1.8,5,1,0,5.1,0,0
C-00529,Pro,annuale,19,26,21,3.0,5,2,2,6.4,0,0
C-00530,Basic,annuale,43,4,2,4.3,7,0,7,4.6,0,1
C-00531,Pro,annuale,21,6,3,5.1,8,1,0,10.9,0,0
C-00532,Pro,annuale,31,27,20,3.2,5,4,1,10.9,0,0
C-00533,Basic,annuale,11,4,2,4.9,7,2,3,5.5,0,0
C-00534,Pro,mensile,24,28,14,2.9,4,3,1,12.9,1,0
C-00535,Basic,annuale,12,2,2,2.1,8,3,1,18.9,0,0
C-00536,Basic,annuale,14,10,7,1.4,6,4,4,5.4,2,0
C-00537,Pro,annuale,15,20,14,2.5,4,2,2,8.2,0,0
C-00538,Basic,mensile,17,6,5,1.4,7,2,2,13.6,0,0
C-00539,Basic,mensile,40,6,3,6.0,6,1,2,10.0,0,0
C-00540,Pro,mensile,14,16,10,3.8,7,2,0,4.4,2,0
C-00541,Enterprise,mensile,22,283,178,3.1,5,3,2,7.7,1,0
C-00542,Pro,mensile,43,5,4,5.6,7,1,0,7.5,0,0
C-00543,Pro,mensile,31,21,10,1.4,7,1,4,9.0,1,0
C-00544,Enterprise,mensile,3,215,172,3.0,5,0,3,9.3,0,0
C-00545,Basic,mensile,5,2,1,6.0,4,1,3,25.6,0,1
C-00546,Basic,mensile,27,5,5,3.0,7,1,1,8.8,0,0
C-00547,Basic,annuale,13,4,2,6.6,6,1,3,3.6,1,0
C-00548,Basic,mensile,4,5,3,4.3,5,1,1,10.6,0,0
C-00549,Pro,mensile,12,10,4,5.0,7,1,3,28.5,0,0
C-00550,Basic,mensile,27,8,7,5.1,4,0,4,9.0,0,0
C-00551,Pro,mensile,15,12,4,3.2,7,1,2,7.7,1,0
C-00552,Basic,mensile,21,1,1,2.5,5,2,0,8.3,2,0
C-00553,Basic,annuale,16,1,1,3.0,3,0,4,14.2,0,0
C-00554,Enterprise,annuale,11,149,108,1.8,9,1,3,8.3,1,0
C-00555,Basic,mensile,24,7,4,3.1,7,1,2,4.0,1,1
C-00556,Basic,annuale,4,6,2,3.2,4,3,5,6.7,2,0
C-00557,Basic,mensile,10,8,5,5.6,8,2,1,9.6,0,0
C-00558,Pro,mensile,35,44,30,4.0,8,2,5,13.8,0,0
C-00559,Pro,mensile,5,5,2,6.5,7,2,1,7.0,0,0
C-00560,Pro,mensile,20,41,33,0.2,3,0,5,8.4,1,0
C-00561,Basic,annuale,14,9,8,1.5,4,1,2,10.3,0,0
C-00562,Basic,annuale,13,8,7,2.7,7,1,4,6.3,0,0
C-00563,Pro,annuale,37,13,4,5.3,8,1,3,9.5,1,0
C-00564,Pro,mensile,42,35,20,3.0,4,2,2,13.2,1,0
C-00565,Pro,annuale,8,34,24,1.1,5,2,1,4.9,0,0
C-00566,Pro,mensile,17,35,25,2.9,4,0,2,12.0,0,0
C-00567,Pro,mensile,3,24,17,1.5,5,1,0,5.2,0,0
C-00568,Basic,mensile,36,6,2,1.2,6,0,1,5.3,0,1
C-00569,Basic,annuale,19,6,3,6.0,2,4,1,6.7,0,0
C-00570,Pro,annuale,5,26,12,2.7,6,2,2,22.7,0,0
C-00571,Basic,mensile,10,7,1,3.4,6,1,1,3.6,0,0
C-00572,Pro,annuale,7,37,31,3.1,5,1,2,7.6,3,0
C-00573,Pro,annuale,10,18,10,2.8,8,0,1,9.8,0,0
C-00574,Pro,annuale,3,33,31,2.0,4,0,3,20.1,0,0
C-00575,Enterprise,mensile,50,55,48,2.8,3,1,1,32.2,0,0
C-00576,Pro,annuale,8,27,16,3.7,5,1,2,7.8,1,1
C-00577,Enterprise,annuale,20,163,122,5.2,6,0,3,13.8,0,0
C-00578,Pro,annuale,27,10,6,4.5,4,1,2,9.4,0,0
C-00579,Enterprise,mensile,42,300,130,1.5,8,2,1,9.4,0,0
C-00580,Basic,annuale,20,9,7,4.6,4,2,2,11.8,0,0
C-00581,Pro,mensile,16,46,28,3.9,4,1,5,3.9,0,0
C-00582,Pro,annuale,21,34,24,2.3,7,0,4,9.7,1,0
C-00583,Basic,mensile,8,10,5,3.5,8,0,4,13.1,0,0
C-00584,Basic,mensile,8,7,2,4.0,6,1,1,6.0,1,0
C-00585,Enterprise,mensile,16,235,170,3.3,2,0,1,13.2,0,0
C-00586,Pro,mensile,2,21,15,3.9,5,1,3,3.5,1,0
C-00587,Basic,mensile,11,4,3,2.0,4,1,6,10.6,2,0
C-00588,Basic,mensile,13,7,6,6.0,5,3,4,22.4,0,0
C-00589,Basic,mensile,67,7,5,0.5,6,1,1,8.8,1,0
C-00590,Basic,mensile,46,3,1,4.0,5,1,1,5.6,0,0
C-00591,Enterprise,annuale,27,115,58,3.7,6,2,1,4.3,1,0
C-00592,Basic,annuale,36,1,0,4.1,7,1,1,12.6,0,1
C-00593,Basic,annuale,8,3,1,2.2,4,1,3,17.5,2,1
C-00594,Pro,mensile,22,30,16,4.8,4,1,1,9.7,0,0
C-00595,Basic,mensile,33,7,5,3.0,7,5,0,7.6,0,0
C-00596,Basic,annuale,8,10,3,1.5,2,2,0,3.1,0,0
C-00597,Pro,mensile,5,25,24,1.7,4,2,1,10.8,0,0
C-00598,Pro,mensile,25,38,17,3.4,2,0,2,6.6,1,0
C-00599,Enterprise,annuale,6,286,192,1.0,6,1,3,6.8,1,0
C-00600,Pro,annuale,29,29,13,5.7,6,1,3,26.4,0,0
C-00601,Pro,mensile,42,24,18,4.7,6,1,5,3.4,1,0
C-00602,Pro,annuale,9,49,27,5.8,5,1,2,3.7,0,0
C-00603,Enterprise,mensile,9,292,146,5.6,6,1,1,11.5,1,0
C-00604,Pro,annuale,41,7,4,2.7,4,4,3,7.9,0,0
C-00605,Enterprise,mensile,21,209,116,2.0,7,0,2,7.3,0,0
C-00606,Pro,mensile,37,6,4,0.0,9,0,0,11.8,0,0
C-00607,Enterprise,annuale,16,43,37,2.6,6,1,2,11.7,0,0
C-00608,Basic,mensile,17,7,5,5.7,5,3,2,5.6,1,0
C-00609,Pro,annuale,20,23,17,2.0,7,2,1,7.0,3,0
C-00610,Basic,mensile,58,10,8,2.9,4,1,2,10.3,0,0
C-00611,Pro,annuale,35,18,15,2.4,5,3,2,11.1,0,0
C-00612,Pro,annuale,11,32,17,3.7,8,0,4,13.4,0,0
C-00613,Enterprise,mensile,23,148,91,5.0,4,0,1,7.0,1,0
C-00614,Enterprise,annuale,15,161,65,1.0,3,1,3,12.3,0,1
C-00615,Basic,mensile,13,6,5,1.3,6,2,3,17.7,1,0
C-00616,Pro,mensile,28,11,4,5.3,6,1,1,10.3,1,0
C-00617,Pro,mensile,24,16,15,4.2,6,1,2,9.4,0,0
C-00618,Basic,annuale,9,3,2,2.8,4,2,0,8.7,2,0
C-00619,Basic,annuale,20,6,5,5.6,6,0,1,6.9,0,0
C-00620,Basic,annuale,13,10,7,1.3,4,1,4,5.7,1,0
C-00621,Pro,annuale,27,21,11,4.5,8,0,2,8.4,0,0
C-00622,Pro,annuale,12,43,30,3.1,4,3,2,13.1,0,0
C-00623,Enterprise,mensile,17,110,86,4.0,2,3,2,5.9,0,0
C-00624,Pro,annuale,13,27,14,0.0,6,1,1,9.6,1,0
C-00625,Enterprise,annuale,4,253,234,2.8,4,1,3,8.9,0,0
C-00626,Basic,mensile,56,1,1,4.2,6,0,4,29.1,1,0
C-00627,Pro,annuale,20,40,35,3.1,4,1,2,15.4,0,0
C-00628,Basic,mensile,57,9,8,5.0,5,0,4,15.3,0,0
C-00629,Pro,mensile,21,34,30,4.9,4,0,2,17.4,1,0
C-00630,Pro,mensile,32,25,12,1.9,5,2,1,7.2,0,0
C-00631,Enterprise,mensile,12,235,87,4.4,4,2,2,22.8,0,0
C-00632,Pro,mensile,12,40,33,1.8,5,1,1,11.0,0,0
C-00633,Basic,annuale,19,7,4,3.3,4,2,1,9.7,0,0
C-00634,Basic,annuale,57,8,3,4.1,7,1,4,4.8,0,0
C-00635,Basic,mensile,9,3,2,2.0,6,1,1,7.9,0,0
C-00636,Basic,mensile,3,5,3,4.3,4,2,2,3.5,1,0
C-00637,Pro,mensile,40,29,15,2.5,3,1,1,8.6,1,0
C-00638,Pro,mensile,33,39,17,2.4,2,2,4,7.1,0,0
C-00639,Pro,annuale,14,17,12,4.2,4,0,4,7.9,1,0
C-00640,Enterprise,mensile,72,278,265,2.0,5,0,2,4.4,0,0
C-00641,Pro,annuale,74,30,22,2.0,5,2,3,15.3,0,0
C-00642,Pro,annuale,3,13,10,4.7,9,0,1,14.3,0,0
C-00643,Basic,annuale,11,8,5,3.4,7,1,0,27.6,0,0
C-00644,Basic,annuale,19,8,6,1.2,3,1,5,27.1,0,0
C-00645,Pro,mensile,27,13,3,4.4,4,0,1,11.0,0,0
C-00646,Enterprise,annuale,24,133,62,2.6,2,1,1,18.5,0,0
C-00647,Basic,annuale,20,1,1,1.2,4,2,1,11.7,0,0
C-00648,Pro,annuale,8,37,32,0.0,6,2,3,7.7,0,0
C-00649,Pro,annuale,29,23,15,4.5,3,0,2,8.5,0,0
C-00650,Basic,annuale,30,5,2,2.0,3,1,0,14.7,0,0
C-00651,Basic,annuale,38,10,6,1.5,3,0,4,96.0,1,0
C-00652,Enterprise,mensile,7,177,68,4.1,6,0,1,20.1,0,0
C-00653,Pro,annuale,17,23,21,4.3,2,1,5,11.6,0,0
C-00654,Basic,annuale,13,1,1,2.1,9,0,4,13.4,0,0
C-00655,Enterprise,mensile,7,218,129,4.5,5,2,0,13.3,0,0
C-00656,Basic,annuale,17,5,4,6.1,5,1,1,9.5,1,0
C-00657,Enterprise,mensile,8,278,172,5.1,5,1,1,15.7,1,0
C-00658,Basic,annuale,6,7,3,4.9,5,2,2,9.1,0,0
C-00659,Pro,mensile,34,16,12,3.6,5,0,5,5.5,0,0
C-00660,Basic,mensile,14,2,1,2.6,5,1,2,13.4,0,1
C-00661,Basic,annuale,11,4,4,3.1,5,5,4,14.5,1,0
C-00662,Enterprise,mensile,45,104,67,3.8,5,1,1,9.2,1,0
C-00663,Basic,mensile,31,10,8,1.4,2,0,2,12.0,0,0
C-00664,Basic,mensile,2,10,6,2.1,6,1,2,17.8,2,0
C-00665,Basic,mensile,27,6,4,1.2,6,1,1,9.7,0,0
C-00666,Pro,annuale,27,16,12,3.5,6,0,2,7.6,2,0
C-00667,Pro,annuale,16,32,19,3.3,8,2,3,6.5,0,0
C-00668,Enterprise,mensile,16,244,199,2.3,5,0,2,8.6,0,0
C-00669,Basic,annuale,4,3,2,4.3,7,0,5,25.1,0,0
C-00670,Basic,mensile,71,10,6,1.7,5,1,4,8.9,0,0
C-00671,Basic,annuale,17,6,4,2.2,5,1,2,12.4,1,0
C-00672,Pro,mensile,26,29,19,4.3,6,1,4,8.2,0,0
C-00673,Enterprise,mensile,17,181,134,4.5,4,1,0,7.8,0,0
C-00674,Pro,mensile,11,11,9,2.1,4,2,2,5.9,0,0
C-00675,Pro,annuale,36,32,15,3.5,5,0,3,10.6,2,0
C-00676,Basic,mensile,22,10,4,2.1,3,1,0,7.3,2,1
C-00677,Enterprise,mensile,17,140,111,2.9,4,2,2,21.5,0,0
C-00678,Pro,annuale,25,13,6,3.4,7,1,0,9.4,0,0
C-00679,Basic,annuale,19,6,5,4.0,5,2,4,9.7,0,0
C-00680,Basic,mensile,60,7,3,3.6,2,1,0,9.0,0,0
C-00681,Basic,annuale,35,8,6,3.6,3,0,2,12.5,2,1
C-00682,Basic,annuale,29,6,4,1.7,8,1,1,24.5,1,0
C-00683,Basic,mensile,5,1,1,3.7,8,2,3,5.4,1,0
C-00684,Pro,annuale,29,45,32,4.0,6,1,1,11.8,0,0
C-00685,Pro,mensile,29,20,10,4.2,4,2,2,3.9,1,0
C-00686,Basic,annuale,8,7,6,2.2,5,2,1,20.8,2,0
C-00687,Basic,mensile,5,6,4,4.5,5,1,0,9.4,2,0
C-00688,Enterprise,annuale,34,34,27,1.4,7,2,2,4.1,1,0
C-00689,Pro,mensile,37,13,9,2.6,6,3,0,4.7,0,0
C-00690,Pro,mensile,12,12,10,2.8,7,1,2,16.3,2,0
C-00691,Basic,annuale,11,3,2,1.4,5,0,2,3.7,0,0
C-00692,Enterprise,mensile,22,97,52,2.8,7,1,1,11.8,0,0
C-00693,Basic,annuale,14,6,5,3.5,5,2,4,7.7,0,0
C-00694,Basic,annuale,4,6,5,0.6,5,1,4,8.9,0,0
C-00695,Enterprise,annuale,8,55,39,2.6,5,0,2,6.7,1,0
C-00696,Pro,mensile,25,14,8,0.8,6,0,2,5.6,2,0
C-00697,Pro,annuale,9,43,18,6.1,8,0,0,7.5,2,0
C-00698,Pro,mensile,38,33,19,3.5,5,0,1,14.1,0,0
C-00699,Pro,mensile,28,47,23,3.4,8,2,4,8.4,2,0
C-00700,Basic,annuale,26,6,4,3.5,5,2,1,12.9,0,0
C-00701,Basic,annuale,22,8,6,4.0,5,2,2,8.6,0,0
C-00702,Basic,mensile,11,4,4,4.6,4,3,0,14.4,0,0
C-00703,Basic,mensile,31,4,3,1.0,2,1,3,12.8,1,0
C-00704,Enterprise,annuale,10,93,52,5.0,7,2,2,7.2,1,0
C-00705,Basic,annuale,40,3,1,4.9,3,0,4,5.6,1,0
C-00706,Pro,mensile,54,9,7,3.1,5,0,4,17.7,2,0
C-00707,Pro,annuale,22,12,8,3.0,4,3,1,6.1,0,0
C-00708,Pro,mensile,49,5,1,0.0,7,1,3,13.5,1,0
C-00709,Basic,mensile,8,8,5,1.5,8,3,1,10.2,0,0
C-00710,Pro,annuale,29,8,8,3.9,7,0,1,7.6,1,0
C-00711,Enterprise,annuale,20,104,62,4.9,5,0,1,12.9,1,0
C-00712,Pro,mensile,34,21,16,4.2,5,1,1,22.7,0,0
C-00713,Pro,mensile,3,18,3,3.1,4,1,6,14.6,0,0
C-00714,Enterprise,mensile,33,48,29,5.9,8,1,2,10.8,0,0
C-00715,Pro,annuale,11,38,10,4.6,3,0,3,26.5,1,0
C-00716,Basic,mensile,20,8,6,2.6,8,1,2,3.7,0,0
C-00717,Pro,mensile,71,45,41,6.3,7,1,2,5.1,0,0
C-00718,Basic,annuale,29,5,4,1.7,6,1,1,7.6,2,0
C-00719,Pro,mensile,27,34,21,1.1,7,1,0,23.4,0,0
C-00720,Enterprise,annuale,25,83,33,2.6,5,1,1,17.6,0,0
C-00721,Pro,mensile,42,50,19,2.1,4,0,2,3.6,1,0
C-00722,Basic,annuale,35,9,7,2.7,5,0,2,7.7,0,0
C-00723,Basic,mensile,25,2,2,4.3,4,1,1,4.5,0,0
C-00724,Enterprise,mensile,23,293,247,3.2,7,2,3,9.8,1,0
C-00725,Basic,mensile,22,9,4,3.2,5,1,1,17.2,0,0
C-00726,Basic,annuale,19,2,2,3.3,7,0,0,18.0,0,0
C-00727,Basic,annuale,7,6,4,0.0,7,2,3,11.7,0,0
C-00728,Basic,mensile,29,9,6,1.1,4,4,3,7.7,1,0
C-00729,Pro,mensile,12,10,7,2.7,4,3,1,9.4,0,0
C-00730,Pro,annuale,17,34,21,2.0,5,0,6,15.1,1,0
C-00731,Basic,mensile,37,4,2,2.9,3,0,2,40.9,1,1
C-00732,Basic,mensile,19,8,5,5.2,6,1,3,4.9,0,0
C-00733,Basic,annuale,18,7,6,3.1,6,0,2,25.9,0,0
C-00734,Basic,mensile,22,9,4,1.3,6,2,1,11.6,0,1
C-00735,Basic,mensile,15,6,4,2.1,5,1,0,16.4,1,0
C-00736,Pro,mensile,70,34,26,5.6,7,2,6,11.2,0,0
C-00737,Basic,mensile,63,8,7,5.3,6,1,2,23.2,1,0
C-00738,Basic,mensile,62,1,1,4.0,10,1,2,12.2,1,1
C-00739,Basic,annuale,25,3,1,1.0,7,0,2,6.8,0,0
C-00740,Basic,annuale,12,8,2,3.6,6,0,2,13.1,1,1
C-00741,Basic,mensile,37,2,2,3.7,3,1,4,19.7,0,0
C-00742,Basic,annuale,15,8,6,3.2,7,2,6,10.0,1,0
