id_pr,tipo,righe_aggiunte,righe_rimosse,file_modificati,moduli_toccati,complessita_media,test_aggiunti,copertura_modulo,esperienza_autore_mesi,commit_autore_modulo,reviewer,commenti_review,ora_merge,giorno_merge,bug_entro_30gg
1965,refactor,42,65,3,2,13.1,0,43.6,37,12,1,1,11,Lun,0
1966,fix,175,78,6,3,7.5,1,84.1,16,2,2,3,22,Ven,0
1967,feature,1349,20,23,6,2.4,1,83.8,27,9,3,4,11,Mer,0
1968,feature,110,143,6,3,7.0,0,74.7,20,5,2,1,15,Gio,0
1969,fix,76,12,2,1,6.5,1,49.8,8,1,2,0,11,Ven,0
1970,feature,156,258,9,2,5.3,0,27.3,7,3,1,3,20,Mer,1
1971,feature,51,39,4,2,8.0,0,60.7,26,9,1,3,14,Ven,0
1972,refactor,69,17,5,2,7.1,1,57.4,5,1,3,1,10,Gio,0
1973,refactor,12,50,3,1,7.6,0,62.2,20,11,1,8,11,Mar,0
1974,feature,11,24,3,1,16.0,1,73.6,35,10,2,2,11,Lun,0
1975,feature,125,22,3,1,7.6,1,74.3,34,10,2,6,16,Ven,0
1976,fix,57,50,6,2,11.5,1,50.2,72,20,0,1,15,Ven,0
1977,feature,397,117,9,2,10.6,1,54.7,23,7,1,7,13,Mer,0
1978,refactor,4,47,2,2,7.9,0,69.4,22,6,1,4,9,Mar,0
1979,fix,19,389,8,3,23.6,1,93.6,15,4,1,5,11,Lun,0
1980,feature,156,90,5,1,6.8,1,83.7,102,23,1,3,18,Mar,0
1981,feature,60,6,1,2,1.1,0,60.8,75,15,1,6,3,Mer,1
1982,feature,117,9,3,1,4.3,0,49.8,36,12,1,3,20,Lun,0
1983,feature,67,13,1,1,3.9,1,92.6,17,7,1,1,10,Mer,0
1984,refactor,8,7,3,2,2.7,1,78.3,21,1,1,3,16,Gio,0
1985,refactor,48,25,2,1,13.4,1,50.6,24,6,1,4,10,Ven,0
1986,feature,53,108,3,2,14.8,0,91.3,26,9,3,2,10,Ven,0
1987,feature,160,102,6,3,13.0,1,53.0,8,3,1,4,15,Mar,0
1988,feature,128,12,3,2,8.5,0,79.1,28,6,1,7,13,Mer,0
1989,fix,324,16,6,3,5.7,1,72.5,42,10,2,8,11,Mer,0
1990,fix,343,11,11,4,7.2,1,41.2,28,7,1,3,8,Mer,0
1991,feature,23,6,2,1,27.8,0,46.0,16,2,1,2,14,Mer,1
1992,refactor,311,38,7,2,6.3,1,50.8,30,8,1,6,15,Mar,0
1993,feature,77,134,4,1,11.6,1,81.1,12,5,3,5,16,Lun,0
1994,refactor,60,115,3,1,12.6,1,26.4,84,17,2,2,10,Mer,0
1995,feature,254,100,7,3,18.9,1,70.7,18,2,1,7,11,Ven,0
1996,feature,14,43,5,2,1.5,1,84.1,39,12,1,4,13,Mar,0
1997,fix,146,56,5,2,16.0,1,56.9,8,0,1,10,21,Lun,0
1998,feature,297,66,6,3,6.0,0,52.4,20,5,2,4,15,Ven,0
1999,feature,143,7,3,2,21.4,1,61.3,31,13,3,5,15,Mar,0
2000,refactor,7,78,2,2,3.3,1,60.6,44,12,1,6,15,Ven,0
2001,feature,393,81,11,3,1.8,0,69.2,18,2,1,3,11,Mer,0
2002,refactor,47,7,6,2,4.6,1,73.7,43,17,1,4,14,Mar,0
2003,fix,127,26,4,2,14.9,1,74.9,6,2,1,3,18,Gio,0
2004,fix,173,3,5,2,4.3,0,50.3,57,16,3,2,11,Ven,0
2005,refactor,12,74,3,2,5.6,1,73.2,24,4,1,2,10,Ven,0
2006,refactor,123,76,5,2,9.5,0,74.1,14,11,1,3,17,Gio,0
2007,feature,463,58,13,3,10.5,0,64.6,45,12,1,5,16,Mer,1
2008,feature,159,93,5,2,5.3,1,38.4,29,9,2,3,17,Ven,0
2009,feature,7,3,1,2,1.8,1,84.3,18,6,1,2,11,Mer,0
2010,refactor,13,12,4,1,8.2,1,37.2,75,14,1,4,16,Mer,0
2011,refactor,153,26,3,2,17.1,1,82.5,21,3,1,5,14,Mar,1
2012,fix,38,40,3,2,14.4,1,63.9,29,6,1,3,11,Mar,0
2013,feature,7,6,1,1,11.9,1,81.5,15,1,2,2,12,Gio,1
2014,fix,189,49,7,3,5.2,0,66.9,42,21,2,4,5,Ven,0
2015,fix,232,3,6,3,5.9,1,79.0,53,13,3,4,19,Lun,0
2016,fix,482,57,10,2,14.2,0,52.4,20,4,2,5,16,Mer,0
2017,fix,286,34,9,2,4.7,1,49.8,36,9,1,5,13,Mer,0
2018,feature,123,9,4,1,6.8,0,72.0,3,0,1,4,10,Mer,0
2019,fix,11,88,2,1,5.6,1,88.4,65,13,3,3,11,Mar,0
2020,feature,23,12,1,2,15.8,0,67.7,28,7,0,0,9,Lun,0
2021,feature,156,35,6,2,2.5,0,67.0,12,2,1,4,14,Gio,0
2022,feature,292,7,6,3,1.0,0,70.9,6,4,1,4,17,Ven,1
2023,refactor,8,18,1,2,9.3,1,70.8,41,4,1,0,10,Mar,0
2024,feature,111,15,4,2,6.9,1,74.3,11,1,1,4,14,Ven,0
2025,feature,13,7,1,2,10.1,1,78.2,40,13,0,2,12,Mar,0
2026,feature,35,22,2,1,4.8,0,70.2,6,0,2,3,18,Lun,0
2027,fix,331,16,7,3,4.7,1,49.1,29,8,3,7,21,Gio,0
2028,feature,140,12,3,1,3.2,0,55.4,5,1,1,6,2,Gio,0
2029,refactor,46,217,9,2,5.4,1,71.1,29,9,1,4,11,Ven,1
2030,fix,50,17,1,1,10.7,1,66.5,96,30,1,1,17,Mer,0
2031,fix,41,1,4,1,14.6,0,36.5,51,15,1,7,11,Gio,0
2032,refactor,36,20,3,2,2.7,0,42.1,1,0,2,2,10,Mar,1
2033,feature,20,12,3,1,5.1,0,88.0,27,14,1,4,14,Mar,0
2034,feature,259,32,8,2,16.8,0,82.3,45,9,2,1,17,Gio,0
2035,feature,347,29,11,4,10.2,0,87.5,20,9,1,2,17,Gio,0
2036,feature,521,7,9,3,9.4,0,49.4,14,1,2,2,11,Mar,1
2037,fix,67,74,2,1,10.4,1,72.1,22,5,3,3,18,Ven,0
2038,refactor,98,43,3,1,28.2,0,69.2,16,5,1,2,11,Lun,0
2039,feature,66,276,8,2,8.2,1,80.7,20,2,1,4,16,Mar,0
2040,refactor,43,20,4,1,6.0,0,74.0,35,7,1,6,4,Gio,0
2041,feature,231,14,7,3,7.8,0,51.6,33,10,2,7,10,Ven,0
2042,feature,68,151,8,3,4.7,0,96.1,7,2,1,1,11,Mer,0
2043,refactor,156,8,4,2,9.3,0,79.2,48,11,1,4,7,Gio,0
2044,feature,46,117,5,2,7.9,1,84.6,45,9,2,3,15,Gio,0
2045,fix,117,166,5,2,11.6,0,70.4,24,8,1,6,17,Mar,0
2046,feature,109,94,4,1,8.3,1,63.2,7,3,2,6,12,Mer,0
2047,feature,264,15,6,3,7.0,0,67.2,87,31,2,1,10,Mar,0
2048,refactor,25,8,4,1,14.7,1,25.3,4,1,2,4,21,Ven,1
2049,refactor,350,66,9,2,11.6,0,71.6,14,5,2,5,13,Ven,1
2050,refactor,31,29,4,2,5.6,0,77.8,38,11,1,6,14,Gio,0
2051,fix,14,40,2,2,6.2,1,69.3,27,7,1,8,18,Mar,0
2052,fix,84,31,2,2,16.7,1,38.1,65,13,1,3,9,Mer,0
2053,feature,39,31,3,2,19.4,0,82.3,29,5,1,4,19,Mer,0
2054,feature,533,44,10,2,1.7,0,65.9,24,5,1,4,18,Lun,1
2055,refactor,17,62,3,1,7.4,1,61.9,90,21,2,4,17,Mar,0
2056,feature,59,39,2,1,12.4,1,72.8,15,7,2,5,10,Mar,0
2057,feature,189,14,4,1,13.0,0,79.0,14,2,1,5,18,Gio,0
2058,refactor,96,133,8,2,2.9,1,81.8,86,25,0,0,8,Lun,0
2059,feature,29,58,2,1,6.3,1,45.3,42,11,3,4,17,Gio,0
2060,refactor,47,10,4,1,8.3,1,64.8,26,6,1,3,11,Lun,0
2061,feature,358,8,10,2,3.5,1,25.1,19,3,1,4,16,Mar,0
2062,feature,98,11,3,2,5.6,1,57.3,17,1,2,2,12,Mer,0
2063,feature,247,7,6,2,8.7,0,65.6,36,13,2,3,14,Mar,0
2064,fix,108,202,6,3,2.7,0,21.7,20,2,2,1,4,Mar,0
2065,fix,76,83,5,2,11.2,1,87.4,39,8,1,2,16,Mar,0
2066,feature,50,37,3,2,10.2,1,78.6,29,11,2,5,12,Gio,0
2067,fix,38,22,3,1,2.6,1,42.4,8,1,1,4,9,Mer,0
2068,feature,247,7,5,1,7.9,0,76.8,6,3,0,1,16,Gio,0
2069,feature,65,395,12,4,2.0,1,49.7,12,2,1,8,18,Lun,0
2070,feature,180,2,4,1,7.9,0,70.3,38,6,2,5,17,Gio,0
2071,feature,19,92,6,3,4.8,0,43.9,42,6,2,4,14,Mer,0
2072,refactor,398,9,8,2,9.9,1,60.4,61,11,1,2,17,Mar,0
2073,fix,33,14,3,1,11.2,1,70.1,47,11,3,3,17,Mer,0
2074,feature,148,57,5,2,3.1,1,14.2,27,6,1,2,12,Mar,0
2075,refactor,98,20,3,1,5.6,0,67.0,36,8,3,3,12,Lun,0
2076,refactor,28,73,4,1,11.6,0,48.0,11,7,3,5,5,Ven,0
2077,feature,180,3,4,2,11.6,0,58.6,11,3,1,7,15,Gio,0
2078,refactor,9,78,1,1,8.4,1,49.1,54,10,2,7,13,Ven,1
2079,refactor,34,43,2,1,7.9,0,68.7,10,3,1,5,11,Mar,0
2080,feature,97,24,2,1,7.7,1,37.5,17,4,2,3,12,Lun,0
2081,feature,32,10,2,1,2.8,0,68.3,60,12,2,1,17,Gio,0
2082,feature,16,162,3,2,12.1,0,78.4,48,9,1,5,20,Mer,0
2083,fix,117,42,4,1,4.1,0,83.2,9,4,1,2,10,Mar,0
2084,fix,41,77,2,2,8.3,0,77.0,44,12,2,4,18,Mar,0
2085,fix,432,60,8,2,7.1,0,41.7,16,3,1,4,14,Mar,0
2086,fix,23,9,2,1,10.2,0,78.3,35,8,3,6,10,Ven,0
2087,fix,289,13,9,3,7.8,1,53.4,17,6,1,2,7,Gio,0
2088,fix,33,49,3,2,5.6,0,35.9,48,12,3,3,15,Mer,0
2089,refactor,135,13,3,2,2.8,1,66.6,48,8,3,3,8,Mar,0
2090,feature,120,9,2,2,22.3,0,62.9,7,1,1,0,9,Ven,1
2091,feature,188,12,3,2,14.3,1,78.4,49,10,2,2,11,Gio,0
2092,refactor,66,56,4,1,13.3,1,87.2,15,5,3,5,9,Lun,0
2093,feature,83,45,4,2,10.0,1,79.0,150,40,0,1,14,Mer,0
2094,refactor,53,13,1,2,8.6,0,35.8,67,16,1,2,15,Ven,1
2095,refactor,68,101,4,1,6.9,0,38.6,10,0,1,7,13,Lun,0
2096,feature,138,35,4,2,12.8,1,63.1,14,3,1,3,12,Mer,0
2097,refactor,86,14,4,2,20.6,1,75.8,22,7,2,7,14,Lun,0
2098,feature,107,13,3,1,5.5,0,65.2,9,4,1,10,11,Lun,0
2099,feature,116,75,4,2,14.0,0,53.4,21,4,1,4,15,Lun,0
2100,fix,174,58,7,3,14.4,0,74.1,13,1,1,3,14,Mar,0
2101,fix,62,56,4,2,11.8,0,65.7,8,1,1,7,15,Gio,0
2102,refactor,15,26,2,2,17.8,0,90.8,37,7,2,2,16,Ven,0
2103,feature,208,59,5,1,5.8,1,63.1,29,6,1,11,20,Mer,1
2104,feature,32,99,4,2,3.6,1,68.8,23,5,2,7,15,Mer,0
2105,refactor,114,29,5,1,3.4,1,51.8,25,0,1,4,18,Mer,0
2106,feature,54,29,3,2,8.0,1,35.6,11,2,1,4,17,Lun,0
2107,refactor,106,173,5,1,16.2,0,39.7,8,2,3,1,19,Gio,0
2108,feature,59,316,10,2,6.5,1,43.1,53,12,3,6,15,Mar,0
2109,refactor,475,105,11,4,8.6,0,81.3,66,16,2,5,11,Gio,0
2110,feature,132,23,5,1,4.6,0,62.8,19,5,1,4,13,Ven,0
2111,fix,68,10,3,2,15.8,1,50.0,46,8,3,4,15,Mar,0
2112,feature,1332,2,24,6,14.6,1,49.8,12,5,1,3,15,Gio,0
2113,feature,343,30,8,2,32.7,1,66.4,14,4,1,7,11,Mar,0
2114,refactor,17,2,2,2,18.2,1,57.3,58,15,1,3,16,Lun,0
2115,refactor,506,112,13,4,10.1,1,42.8,21,9,1,7,14,Gio,1
2116,feature,45,28,1,2,5.9,1,53.4,50,17,0,0,11,Ven,0
2117,feature,45,16,1,2,6.1,0,76.4,24,7,1,2,15,Lun,0
2118,feature,38,157,6,2,1.7,0,71.2,22,5,3,3,13,Gio,0
2119,refactor,123,13,4,1,6.6,1,53.4,44,12,1,1,12,Mer,0
2120,refactor,87,15,4,2,4.9,1,68.2,26,3,3,3,17,Lun,0
2121,fix,83,3,3,2,7.3,1,62.1,47,12,1,7,16,Ven,0
2122,feature,93,243,8,3,9.9,1,62.2,30,9,2,3,10,Lun,0
2123,refactor,67,12,3,1,4.0,1,88.1,61,12,2,5,19,Mar,0
2124,refactor,250,19,6,3,3.2,1,38.4,16,4,1,4,13,Mar,0
2125,feature,82,19,5,1,13.8,0,54.2,30,7,1,4,9,Mar,0
2126,feature,22,84,4,2,4.5,0,85.8,59,14,2,4,14,Mer,0
2127,feature,24,10,1,2,9.6,1,55.1,41,9,3,4,11,Mar,0
2128,feature,285,67,8,2,4.7,1,78.5,24,5,0,0,10,Mer,0
2129,feature,241,37,5,1,3.9,1,93.4,89,24,2,6,14,Lun,0
2130,feature,187,4,4,1,18.4,0,59.7,57,16,1,2,20,Mer,0
2131,feature,281,90,7,2,17.7,1,45.9,18,7,0,3,13,Ven,1
2132,feature,68,6,1,2,3.6,1,30.0,10,1,1,1,16,Gio,0
2133,feature,15,17,2,2,4.3,1,80.2,14,3,2,5,11,Mar,0
2134,refactor,123,56,3,2,17.2,0,46.8,13,8,1,6,9,Ven,1
2135,refactor,35,53,3,1,6.5,1,67.6,33,7,1,2,10,Mer,0
2136,feature,665,65,13,3,9.2,1,78.0,90,13,1,3,11,Lun,0
2137,feature,62,23,1,2,5.1,1,53.5,11,2,1,6,15,Ven,0
2138,refactor,80,42,4,2,12.2,0,60.5,29,4,1,6,17,Lun,0
2139,feature,117,37,5,2,20.8,0,68.0,21,8,1,3,15,Mer,0
2140,feature,149,16,3,2,1.1,0,67.9,36,7,3,6,12,Mer,0
2141,refactor,294,161,9,2,7.4,0,60.2,18,7,1,3,15,Lun,1
2142,fix,44,54,5,2,11.8,0,69.6,55,13,1,6,10,Mar,0
2143,feature,629,7,14,3,2.5,1,64.0,27,10,1,6,9,Gio,0
2144,feature,270,64,10,3,9.1,0,73.3,31,4,1,4,17,Mer,0
2145,feature,61,4,5,2,11.0,1,58.1,17,1,3,4,10,Lun,0
2146,feature,11,12,1,1,16.6,1,72.1,40,5,1,4,10,Gio,0
2147,fix,115,20,4,1,10.0,1,37.5,18,3,1,1,10,Mer,1
2148,feature,100,70,3,1,5.1,0,62.9,25,7,1,5,13,Mer,0
2149,feature,110,56,4,1,6.5,1,44.7,11,1,2,2,8,Ven,0
2150,feature,139,45,5,2,1.8,0,35.6,28,2,1,2,15,Gio,0
2151,feature,70,47,3,2,8.2,0,77.4,26,9,1,4,15,Lun,0
2152,feature,54,169,5,2,13.2,0,66.0,24,6,1,2,14,Ven,1
2153,feature,144,28,8,3,7.1,1,78.1,35,7,1,4,9,Ven,0
2154,feature,210,31,5,1,17.7,1,83.4,32,6,2,1,10,Lun,0
2155,refactor,166,7,4,2,5.5,0,80.0,16,3,0,1,13,Lun,0
2156,feature,27,90,3,2,3.1,1,55.5,19,1,0,0,17,Mer,0
2157,feature,62,6,3,1,2.7,1,48.1,51,12,2,2,17,Gio,0
2158,fix,9,30,3,2,4.8,1,61.7,32,8,1,1,11,Mar,0
2159,fix,79,69,3,1,7.4,1,32.7,29,1,3,4,20,Mar,0
2160,fix,82,336,8,3,7.6,0,25.4,23,6,1,5,22,Gio,1
2161,feature,132,112,7,2,5.1,1,66.9,54,15,2,1,11,Mar,0
2162,fix,63,21,2,1,10.1,0,78.7,29,14,2,2,16,Mar,0
2163,fix,141,44,4,1,5.1,1,54.8,8,3,2,3,15,Gio,0
2164,refactor,80,15,6,2,2.2,0,78.0,26,4,1,4,9,Lun,0
2165,feature,144,8,4,1,10.9,1,58.9,6,0,2,5,2,Mar,0
2166,fix,39,4,3,1,21.0,0,66.8,38,11,1,3,16,Lun,0
2167,refactor,88,271,7,2,6.2,1,96.6,28,3,0,0,15,Ven,0
2168,feature,344,64,10,2,15.8,1,87.0,4,0,2,6,1,Ven,0
2169,fix,78,16,6,2,8.3,1,18.5,42,8,1,9,15,Gio,0
2170,feature,90,54,4,1,11.9,1,44.7,9,1,3,2,21,Gio,1
2171,feature,16,17,4,2,4.6,0,86.0,19,6,2,2,20,Mar,0
2172,refactor,19,8,2,2,7.2,1,39.8,4,3,1,4,18,Lun,0
2173,refactor,36,29,2,1,5.5,1,59.6,18,6,1,5,15,Lun,0
2174,feature,80,3,2,1,5.2,0,83.8,41,7,2,5,18,Gio,0
2175,feature,178,24,4,1,15.3,1,51.0,44,9,1,2,16,Mar,0
2176,refactor,342,3,7,2,6.7,1,63.4,35,8,1,4,16,Ven,0
2177,fix,95,4,3,2,7.8,1,67.7,25,6,2,4,12,Ven,0
2178,feature,72,5,3,2,13.1,1,46.0,33,8,1,2,17,Ven,1
2179,feature,83,8,3,1,7.0,0,68.6,53,17,1,7,18,Ven,0
2180,refactor,26,13,3,2,7.5,0,52.9,10,2,2,3,15,Lun,0
2181,refactor,24,29,4,2,8.1,1,76.0,35,12,1,4,16,Mar,0
2182,fix,17,43,4,2,5.6,1,55.1,20,6,2,1,17,Lun,0
2183,fix,36,96,6,3,7.2,0,64.4,26,8,0,1,17,Mar,0
2184,feature,62,24,4,2,10.8,1,24.5,34,4,3,3,10,Mer,0
2185,feature,56,48,4,1,5.7,1,65.0,89,16,1,3,4,Lun,0
2186,feature,21,34,4,2,12.7,1,70.6,93,22,2,2,10,Ven,0
2187,fix,38,88,4,2,8.7,1,62.0,15,1,3,6,12,Ven,0
2188,fix,58,10,3,2,14.8,1,84.9,2,0,0,0,16,Mar,0
2189,feature,289,27,8,2,10.1,1,71.5,64,13,1,5,16,Mer,0
2190,refactor,430,5,9,2,11.8,1,47.7,23,6,1,4,9,Mar,0
2191,refactor,72,65,4,1,4.5,1,80.9,88,32,1,5,17,Lun,0
2192,fix,196,25,7,3,2.4,0,41.2,4,2,0,0,11,Lun,0
2193,feature,93,4,3,1,5.1,1,65.9,20,7,3,4,11,Gio,0
2194,fix,14,94,3,2,14.3,1,78.1,52,16,1,4,10,Gio,0
2195,refactor,559,8,9,2,7.0,1,78.2,30,10,1,5,12,Gio,0
2196,feature,25,24,4,1,5.9,1,33.1,7,4,2,2,14,Ven,0
2197,feature,56,44,2,2,9.5,0,64.7,52,17,0,0,17,Mer,0
2198,fix,104,17,3,2,7.8,0,83.8,24,7,1,0,6,Mer,0
2199,fix,27,8,4,1,9.5,1,59.4,19,5,3,2,10,Lun,0
2200,feature,111,109,7,3,11.7,0,25.5,7,3,2,6,12,Lun,1
2201,fix,12,77,2,1,9.1,0,72.8,8,1,3,2,16,Gio,0
2202,feature,45,137,7,3,9.7,1,84.1,21,4,1,2,10,Gio,0
2203,feature,61,4,2,1,15.9,0,48.8,15,8,1,2,15,Ven,0
2204,feature,85,46,4,2,5.4,1,73.2,5,0,3,5,19,Mar,0
2205,feature,42,14,3,2,14.7,1,46.0,9,5,2,5,22,Lun,0
2206,feature,41,359,9,3,8.3,0,31.3,21,6,1,6,15,Ven,1
2207,feature,89,26,3,2,6.6,0,74.9,41,15,1,4,15,Gio,0
2208,fix,45,59,2,2,8.6,0,55.9,17,6,2,4,16,Gio,0
2209,feature,96,156,4,1,8.3,0,55.6,32,6,1,2,17,Lun,0
2210,fix,155,236,8,2,24.0,1,53.8,11,3,1,6,14,Mar,0
2211,feature,170,4,3,2,8.8,1,48.0,17,4,1,0,20,Mar,0
2212,feature,85,42,3,1,17.9,1,57.2,4,3,2,1,8,Lun,0
2213,feature,389,183,13,4,6.2,1,62.5,37,12,1,2,18,Lun,0
2214,refactor,36,247,7,2,3.5,1,47.3,53,20,1,4,10,Gio,0
2215,refactor,38,8,1,2,3.3,0,49.0,35,4,1,1,18,Gio,0
2216,feature,60,7,4,1,5.4,0,51.7,39,5,0,1,12,Ven,0
2217,feature,35,292,7,3,9.8,0,70.7,23,5,1,7,15,Lun,0
2218,fix,23,12,1,2,8.1,0,70.7,50,10,1,4,16,Mer,0
2219,fix,124,8,2,1,15.6,0,62.9,26,4,1,9,8,Mer,0
2220,refactor,244,38,7,2,9.1,1,93.4,13,2,0,3,9,Gio,0
2221,feature,254,196,10,3,18.5,1,87.2,23,10,3,3,16,Lun,0
2222,fix,20,167,4,2,16.8,1,76.8,16,1,1,2,8,Mer,1
2223,fix,81,52,2,2,7.6,0,62.1,19,3,3,1,17,Ven,0
2224,feature,45,64,2,2,11.0,1,42.4,30,3,3,3,12,Gio,0
2225,fix,66,330,9,3,3.4,0,71.9,40,7,1,2,17,Lun,0
2226,feature,59,224,6,2,8.8,1,80.4,1,0,3,3,10,Lun,0
2227,refactor,23,15,3,2,6.8,1,55.4,12,2,1,4,12,Mer,0
2228,feature,42,52,3,2,11.8,0,75.9,13,2,2,1,8,Mer,0
2229,fix,20,28,3,1,4.9,0,69.4,9,2,1,5,16,Mer,0
2230,feature,27,5,1,2,19.6,1,90.6,9,4,1,5,11,Mer,0
2231,feature,199,84,5,2,11.9,0,42.8,6,1,1,3,12,Mer,1
2232,feature,121,22,4,2,2.6,1,71.6,23,5,2,3,10,Lun,0
2233,feature,302,29,9,2,6.5,1,34.9,45,8,2,6,10,Mer,0
2234,feature,18,27,2,2,4.1,1,80.1,28,5,1,4,11,Ven,0
2235,feature,32,86,2,1,15.6,1,69.4,44,9,0,1,15,Ven,0
2236,fix,61,54,3,2,3.5,1,46.6,24,4,1,4,9,Mar,0
2237,fix,39,210,6,3,8.4,0,39.3,5,2,1,4,17,Mar,0
2238,fix,33,47,3,2,9.2,1,86.9,12,3,0,1,17,Mar,0
2239,feature,139,104,6,2,3.8,1,73.1,17,3,0,2,7,Mer,0
2240,feature,111,76,5,1,8.2,0,57.6,28,4,0,2,14,Ven,0
2241,fix,94,111,4,2,6.4,1,52.5,17,4,0,0,11,Gio,0
2242,fix,28,94,3,2,9.0,1,78.4,20,7,0,1,8,Mer,0
2243,fix,61,169,8,3,4.9,1,65.0,72,15,1,4,10,Mer,0
2244,fix,23,3,1,2,13.5,1,75.2,21,7,1,3,14,Ven,0
2245,feature,158,119,5,2,12.0,1,29.8,56,8,1,4,12,Lun,1
2246,refactor,93,18,2,1,12.4,0,67.5,27,7,2,2,10,Ven,0
2247,feature,80,40,3,2,8.5,1,60.9,14,4,2,5,19,Mer,0
2248,feature,158,79,5,1,17.6,1,58.5,21,4,1,4,10,Lun,0
2249,fix,143,65,3,2,6.5,0,48.1,36,8,1,9,16,Lun,0
2250,feature,151,24,7,3,6.6,1,72.8,15,6,1,4,12,Mer,0
2251,fix,35,37,3,1,16.8,1,71.9,19,5,1,3,10,Mar,0
2252,fix,15,12,4,2,4.8,1,46.3,6,2,2,2,9,Mer,0
2253,fix,27,124,5,1,10.2,0,80.6,73,23,1,5,13,Lun,0
2254,feature,12,33,3,1,5.1,0,71.3,22,10,3,4,10,Mer,0
2255,fix,75,146,5,1,3.4,0,40.7,65,15,1,10,9,Lun,0
2256,feature,24,44,2,1,4.6,1,85.7,18,5,1,1,12,Gio,0
2257,feature,138,51,5,2,5.0,1,55.1,44,12,1,6,17,Mer,0
2258,fix,440,1,8,2,5.4,0,60.9,85,20,1,11,11,Mar,1
2259,feature,60,52,3,1,16.0,0,70.8,19,8,2,3,15,Mer,0
2260,refactor,41,6,2,1,5.6,1,54.2,12,3,2,0,11,Gio,0
2261,refactor,124,6,5,1,5.3,0,78.9,34,6,2,8,17,Mer,0
2262,feature,604,82,13,3,5.9,1,60.2,51,12,2,4,16,Ven,0
2263,fix,55,3,1,2,4.4,1,88.8,46,20,1,5,13,Mer,0
2264,refactor,402,11,8,3,8.3,0,45.2,17,5,1,5,0,Mar,1
2265,feature,16,46,2,1,11.1,1,58.5,30,8,2,6,17,Mer,0
2266,feature,37,7,4,1,11.5,0,71.0,40,8,0,1,15,Ven,0
2267,fix,103,39,6,3,14.2,0,63.0,14,5,2,3,9,Lun,0
2268,feature,82,2,2,2,13.0,0,60.0,45,9,1,5,14,Gio,0
2269,feature,258,4,7,3,5.7,1,52.7,5,2,1,5,15,Lun,0
2270,feature,60,22,1,1,8.4,1,87.7,9,2,1,2,22,Lun,0
2271,feature,44,8,4,1,8.5,0,72.8,39,6,1,4,16,Mar,0
2272,feature,291,66,8,3,7.2,1,86.1,16,5,2,4,10,Ven,0
2273,feature,93,20,2,1,14.7,1,70.5,4,0,1,3,13,Mar,0
2274,feature,342,80,9,2,16.9,0,37.4,28,10,1,8,10,Mer,1
2275,feature,86,98,4,2,4.6,1,52.7,50,17,1,7,17,Lun,0
2276,fix,13,8,2,2,8.9,0,77.0,40,15,2,5,17,Gio,0
2277,feature,107,3,2,1,14.5,1,36.3,20,4,2,5,10,Gio,0
2278,fix,53,765,16,4,8.2,1,66.7,28,2,1,5,13,Lun,0
2279,feature,77,178,5,1,5.5,1,79.0,13,5,1,3,9,Ven,0
2280,fix,249,39,5,2,14.8,0,40.9,12,4,1,5,14,Ven,0
2281,refactor,43,24,3,1,2.8,1,63.4,9,0,1,5,13,Mer,0
2282,feature,540,49,12,3,7.5,0,30.2,16,6,1,9,15,Gio,1
2283,feature,128,21,4,1,17.3,0,56.8,6,2,1,3,10,Lun,1
2284,fix,244,23,5,1,14.1,1,44.6,33,6,0,1,7,Gio,1
2285,fix,34,21,1,2,5.2,1,88.3,18,5,1,7,15,Mar,0
2286,fix,63,102,3,2,9.6,1,85.0,41,15,1,7,14,Gio,0
2287,feature,42,12,4,1,14.3,1,67.6,55,10,1,0,10,Ven,0
2288,fix,253,334,11,3,8.4,0,74.1,39,5,3,1,9,Gio,0
2289,fix,162,24,4,1,9.7,1,68.7,46,20,3,3,16,Ven,0
2290,fix,8,29,6,2,3.5,1,45.3,6,2,1,6,12,Ven,0
2291,refactor,39,37,2,1,18.1,1,85.2,6,1,2,1,20,Gio,0
2292,feature,87,364,9,2,10.8,0,44.5,96,20,1,4,7,Gio,1
2293,feature,122,61,5,1,5.5,1,41.1,59,10,2,3,16,Gio,0
2294,fix,52,16,1,2,10.3,1,47.4,17,3,1,3,14,Lun,0
2295,fix,93,38,5,2,5.9,1,75.2,7,2,2,4,10,Mer,0
2296,feature,131,9,3,1,5.7,1,44.5,3,0,2,5,4,Gio,0
2297,feature,34,15,2,1,20.6,0,53.0,10,3,2,7,16,Lun,0
2298,feature,247,161,8,3,23.4,1,69.1,12,2,1,3,12,Mer,0
2299,feature,55,31,1,2,4.9,0,49.9,15,6,1,4,16,Ven,0
2300,refactor,253,7,5,2,7.7,1,70.4,29,5,1,1,10,Gio,0
2301,fix,167,11,5,1,4.5,1,87.8,31,10,1,2,10,Gio,0
2302,feature,243,41,7,2,20.0,1,56.2,36,10,3,3,13,Mer,0
2303,fix,86,33,2,1,8.9,1,71.8,81,21,2,5,11,Ven,0
2304,fix,136,80,5,1,2.0,1,62.6,14,4,2,4,17,Ven,0
2305,fix,76,205,10,3,7.0,1,62.1,33,4,2,3,13,Ven,0
2306,fix,227,145,6,3,4.2,1,85.8,10,1,2,2,18,Gio,0
2307,fix,17,2,1,2,21.5,0,39.4,14,4,0,1,16,Lun,0
2308,feature,171,16,6,3,1.5,1,56.4,13,4,1,5,9,Mer,0
2309,feature,36,8,2,2,14.9,1,87.4,23,5,2,2,12,Ven,0
